"Subject1Tag","Subject2Tag","RelationshipPath","Subject1ID","Subject2ID","ExtendedID","R","RFull","MathStandardized_1","HeightZGenderAge_1","MathStandardized_2","HeightZGenderAge_2"
650300,650400,"Gen1Housemates",650300,650400,6503,NA,NA,NA,-0.789157345095425,NA,-1.15437757307336
650600,650700,"Gen1Housemates",650600,650700,6506,NA,0.375,NA,0.402487170295999,NA,-1.78448097852128
651000,651100,"Gen1Housemates",651000,651100,6510,0.5,0.5,NA,0.667178000564948,NA,-0.60008066931389
651300,651400,"Gen1Housemates",651300,651400,6513,0.5,0.5,NA,1.37716956266347,NA,1.02523306764375
651300,651500,"Gen1Housemates",651300,651500,6513,0.5,0.5,NA,1.37716956266347,NA,1.85955779676035
651400,651500,"Gen1Housemates",651400,651500,6513,0.5,0.5,NA,1.02523306764375,NA,1.85955779676035
651600,651700,"Gen1Housemates",651600,651700,6516,0.5,0.5,NA,0.667178000564948,NA,0.0366526545177535
652500,652600,"Gen1Housemates",652500,652600,6525,NA,NA,NA,0.728827190476543,NA,0.714759778338927
652800,652900,"Gen1Housemates",652800,652900,6528,NA,NA,NA,0.702642734063153,NA,1.00236608045083
653300,653400,"Gen1Housemates",653300,653400,6533,NA,NA,NA,-1.177413425232,NA,1.09145682724876
653300,653500,"Gen1Housemates",653300,653500,6533,NA,0,NA,-1.177413425232,NA,-0.0193673533913682
653400,653500,"Gen1Housemates",653400,653500,6533,NA,0,NA,1.09145682724876,NA,-0.0193673533913682
653300,653600,"Gen1Housemates",653300,653600,6533,NA,NA,NA,-1.177413425232,NA,-0.495196634855255
653500,653600,"Gen1Housemates",653500,653600,6533,NA,0,NA,-0.0193673533913682,NA,-0.495196634855255
653400,653600,"Gen1Housemates",653400,653600,6533,NA,NA,NA,1.09145682724876,NA,-0.495196634855255
653900,654000,"Gen1Housemates",653900,654000,6539,NA,0,NA,-0.495196634855255,NA,0.667178000564948
653900,654100,"Gen1Housemates",653900,654100,6539,NA,0,NA,-0.495196634855255,NA,-0.13169163695604
654000,654100,"Gen1Housemates",654000,654100,6539,NA,0,NA,0.667178000564948,NA,-0.13169163695604
654600,654700,"Gen1Housemates",654600,654700,6546,NA,0,NA,0.196803238227203,NA,-1.49752927631162
655100,655200,"Gen1Housemates",655100,655200,6551,NA,NA,NA,NA,NA,0.728827190476543
655800,655900,"Gen1Housemates",655800,655900,6558,NA,0,NA,-0.472865654542493,NA,0.180301292739222
656000,656100,"Gen1Housemates",656000,656100,6560,NA,0,NA,-0.146282180901636,NA,-0.472865654542493
656100,656200,"Gen1Housemates",656100,656200,6560,NA,NA,NA,-0.472865654542493,NA,-0.480929767588327
656000,656200,"Gen1Housemates",656000,656200,6560,NA,NA,NA,-0.146282180901636,NA,-0.480929767588327
656400,656500,"Gen1Housemates",656400,656500,6564,NA,0,NA,-0.495196634855255,NA,0.595318358842389
656400,656600,"Gen1Housemates",656400,656600,6564,NA,NA,NA,-0.495196634855255,NA,-0.908391199048348
656500,656600,"Gen1Housemates",656500,656600,6564,NA,NA,NA,0.595318358842389,NA,-0.908391199048348
656600,656700,"Gen1Housemates",656600,656700,6564,NA,NA,NA,-0.908391199048348,NA,-0.114590632907477
656400,656700,"Gen1Housemates",656400,656700,6564,NA,0,NA,-0.495196634855255,NA,-0.114590632907477
656500,656700,"Gen1Housemates",656500,656700,6564,NA,0,NA,0.595318358842389,NA,-0.114590632907477
656900,657000,"Gen1Housemates",656900,657000,6569,NA,0,NA,0.667047683084082,NA,-1.12603260182421
657500,657600,"Gen1Housemates",657500,657600,6575,0.25,0.25,NA,-1.51899608094661,NA,0.713860118969872
658100,658200,"Gen1Housemates",658100,658200,6581,NA,NA,NA,NA,NA,-0.218932210524544
658300,658400,"Gen1Housemates",658300,658400,6583,NA,NA,NA,1.31011930218104,NA,0.7203970502735
658500,658600,"Gen1Housemates",658500,658600,6585,NA,0,NA,-1.04898990810454,NA,-0.444745111774424
658800,658900,"Gen1Housemates",658800,658900,6588,NA,NA,NA,-2.76502749929317,NA,-0.628972032735029
659000,659100,"Gen1Housemates",659000,659100,6590,NA,NA,NA,-1.16865347898842,NA,-0.814116840951531
659000,659200,"Gen1Housemates",659000,659200,6590,NA,NA,NA,-1.16865347898842,NA,-0.0606946270186281
659100,659200,"Gen1Housemates",659100,659200,6590,NA,NA,NA,-0.814116840951531,NA,-0.0606946270186281
659800,659900,"Gen1Housemates",659800,659900,6598,0.5,0.5,NA,NA,NA,-0.997491126689706
660000,660100,"Gen1Housemates",660000,660100,6600,0.5,0.5,NA,-0.146282180901636,NA,0.0157046699809
660400,660500,"Gen1Housemates",660400,660500,6604,0.5,0.5,NA,0.728827190476543,NA,-0.087523672390585
660400,660600,"Gen1Housemates",660400,660600,6604,0.125,0.125,NA,0.728827190476543,NA,-1.46279668573063
660500,660600,"Gen1Housemates",660500,660600,6604,0.125,0.125,NA,-0.087523672390585,NA,-1.46279668573063
660700,660800,"Gen1Housemates",660700,660800,6607,0.125,0.125,NA,-0.975141252857377,NA,0.673385978349397
661000,661100,"Gen1Housemates",661000,661100,6610,NA,NA,NA,0.9535723360308,NA,3
661100,661200,"Gen1Housemates",661100,661200,6610,NA,NA,NA,3,NA,2.08456050236183
661000,661200,"Gen1Housemates",661000,661200,6610,NA,NA,NA,0.9535723360308,NA,2.08456050236183
661500,661600,"Gen1Housemates",661500,661600,6615,NA,NA,NA,-0.812547961810205,NA,-0.397809342582842
662100,662200,"Gen1Housemates",662100,662200,6621,NA,NA,NA,0.247124216894398,NA,-0.0301650773094408
662200,662300,"Gen1Housemates",662200,662300,6621,NA,0,NA,-0.0301650773094408,NA,-0.843004624399492
662100,662300,"Gen1Housemates",662100,662300,6621,NA,0,NA,0.247124216894398,NA,-0.843004624399492
662200,662400,"Gen1Housemates",662200,662400,6621,NA,0,NA,-0.0301650773094408,NA,-0.532041964123892
662100,662400,"Gen1Housemates",662100,662400,6621,NA,0,NA,0.247124216894398,NA,-0.532041964123892
662300,662400,"Gen1Housemates",662300,662400,6621,NA,NA,NA,-0.843004624399492,NA,-0.532041964123892
662300,662500,"Gen1Housemates",662300,662500,6621,NA,0,NA,-0.843004624399492,NA,-0.84515171772324
662100,662500,"Gen1Housemates",662100,662500,6621,NA,0,NA,0.247124216894398,NA,-0.84515171772324
662200,662500,"Gen1Housemates",662200,662500,6621,NA,0,NA,-0.0301650773094408,NA,-0.84515171772324
662400,662500,"Gen1Housemates",662400,662500,6621,NA,0,NA,-0.532041964123892,NA,-0.84515171772324
662900,663000,"Gen1Housemates",662900,663000,6629,NA,NA,NA,1.10832332436954,NA,-0.312590764678253
663100,663200,"Gen1Housemates",663100,663200,6631,NA,NA,NA,1.47301049937426,NA,0.667047683084082
663400,663500,"Gen1Housemates",663400,663500,6634,NA,NA,NA,-1.27364873545096,NA,0.7203970502735
663600,663700,"Gen1Housemates",663600,663700,6636,NA,NA,NA,-1.51899608094661,NA,-0.82879559653022
664000,664100,"Gen1Housemates",664000,664100,6640,NA,0,NA,-1.04898990810454,NA,-0.397809342582842
664500,664600,"Gen1Housemates",664500,664600,6645,0.5,0.5,NA,0.9535723360308,NA,-0.450820256671058
665100,665200,"Gen1Housemates",665100,665200,6651,0.5,0.5,NA,-2.36729185071261,NA,-0.82879559653022
665300,665400,"Gen1Housemates",665300,665400,6653,NA,0,NA,NA,NA,NA
665600,665700,"Gen1Housemates",665600,665700,6656,NA,NA,NA,-1.6036684291118,NA,NA
665900,666000,"Gen1Housemates",665900,666000,6659,NA,NA,NA,1.48781945826253,NA,-0.281714007398068
666100,666200,"Gen1Housemates",666100,666200,6661,0.5,0.5,NA,1.03211575737386,NA,0.639069496170361
666100,666300,"Gen1Housemates",666100,666300,6661,0.5,0.5,NA,1.03211575737386,NA,1.47550731200456
666200,666300,"Gen1Housemates",666200,666300,6661,0.5,0.5,NA,0.639069496170361,NA,1.47550731200456
666500,666600,"Gen1Housemates",666500,666600,6665,0.5,0.5,NA,0.9535723360308,NA,1.00236608045083
666600,666700,"Gen1Housemates",666600,666700,6665,0.5,0.5,NA,1.00236608045083,NA,2.76946086437329
666500,666700,"Gen1Housemates",666500,666700,6665,0.5,0.5,NA,0.9535723360308,NA,2.76946086437329
666600,666800,"Gen1Housemates",666600,666800,6665,0.5,0.5,NA,1.00236608045083,NA,1.85955779676035
666500,666800,"Gen1Housemates",666500,666800,6665,0.5,0.5,NA,0.9535723360308,NA,1.85955779676035
666700,666800,"Gen1Housemates",666700,666800,6665,0.5,0.5,NA,2.76946086437329,NA,1.85955779676035
666600,666900,"Gen1Housemates",666600,666900,6665,0.5,0.5,NA,1.00236608045083,NA,1.32906445112141
666800,666900,"Gen1Housemates",666800,666900,6665,0.5,0.5,NA,1.85955779676035,NA,1.32906445112141
666700,666900,"Gen1Housemates",666700,666900,6665,0.5,0.5,NA,2.76946086437329,NA,1.32906445112141
666500,666900,"Gen1Housemates",666500,666900,6665,0.5,0.5,NA,0.9535723360308,NA,1.32906445112141
667100,667200,"Gen1Housemates",667100,667200,6671,0.5,0.5,NA,-0.814116840951531,NA,-0.0301650773094408
667400,667500,"Gen1Housemates",667400,667500,6674,NA,NA,NA,-0.85870163275447,NA,-0.0606946270186281
667700,667800,"Gen1Housemates",667700,667800,6677,0.25,0.25,NA,-0.531631675725619,NA,0.50688476638008
667900,668000,"Gen1Housemates",667900,668000,6679,0.5,0.5,NA,-0.615249359179675,NA,-1.55518065506136
667900,668100,"Gen1Housemates",667900,668100,6679,0.5,0.5,NA,-0.615249359179675,NA,-1.47137122492194
668000,668100,"Gen1Housemates",668000,668100,6679,0.5,0.5,NA,-1.55518065506136,NA,-1.47137122492194
668100,668200,"Gen1Housemates",668100,668200,6679,0.5,0.5,NA,-1.47137122492194,NA,-1.83639577921939
667900,668200,"Gen1Housemates",667900,668200,6679,0.5,0.5,NA,-0.615249359179675,NA,-1.83639577921939
668000,668200,"Gen1Housemates",668000,668200,6679,0.5,0.5,NA,-1.55518065506136,NA,-1.83639577921939
668300,668400,"Gen1Housemates",668300,668400,6683,0.5,0.5,NA,NA,NA,0.312182219515684
668500,668600,"Gen1Housemates",668500,668600,6685,NA,NA,NA,-0.087523672390585,NA,0.372309597333201
669100,669200,"Gen1Housemates",669100,669200,6691,NA,NA,NA,-0.146282180901636,NA,-0.312590764678253
669500,669600,"Gen1Housemates",669500,669600,6695,NA,NA,NA,1.10832332436954,NA,0.323840164846357
669900,670000,"Gen1Housemates",669900,670000,6699,NA,NA,NA,0.231813360943174,NA,0.402487170295999
669900,670100,"Gen1Housemates",669900,670100,6699,NA,NA,NA,0.231813360943174,NA,-0.60008066931389
670000,670100,"Gen1Housemates",670000,670100,6699,NA,NA,NA,0.402487170295999,NA,-0.60008066931389
670400,670500,"Gen1Housemates",670400,670500,6704,0.5,0.5,NA,-0.812547961810205,NA,-2.51028064080882
670900,671000,"Gen1Housemates",670900,671000,6709,0.125,0.125,NA,-0.087523672390585,NA,-1.49752927631162
671200,671300,"Gen1Housemates",671200,671300,6712,0.5,0.5,NA,NA,NA,NA
671700,671800,"Gen1Housemates",671700,671800,6717,0.25,0.25,NA,1.35346271955953,NA,-2.7490480203092
671700,671900,"Gen1Housemates",671700,671900,6717,0.5,0.5,NA,1.35346271955953,NA,-1.6036684291118
671800,671900,"Gen1Housemates",671800,671900,6717,NA,0.375,NA,-2.7490480203092,NA,-1.6036684291118
672000,672100,"Gen1Housemates",672000,672100,6720,0.5,0.5,NA,-0.85870163275447,NA,-3
672800,672900,"Gen1Housemates",672800,672900,6728,0.5,0.5,NA,0.713860118969872,NA,-0.0932838128428645
673100,673200,"Gen1Housemates",673100,673200,6731,0.5,0.5,NA,-0.450820256671058,NA,0.0941775430748039
673400,673500,"Gen1Housemates",673400,673500,6734,0.25,0.25,NA,NA,NA,1.35346271955953
673400,673600,"Gen1Housemates",673400,673600,6734,0.5,0.5,NA,NA,NA,-2.51028064080882
673500,673600,"Gen1Housemates",673500,673600,6734,0.5,0.5,NA,1.35346271955953,NA,-2.51028064080882
673800,673900,"Gen1Housemates",673800,673900,6738,0.5,0.5,NA,-1.54071000951248,NA,-1.78448097852128
674000,674100,"Gen1Housemates",674000,674100,6740,0.5,0.5,NA,-1.16577202137841,NA,-0.789157345095425
674200,674300,"Gen1Housemates",674200,674300,6742,0.5,0.5,NA,-0.812547961810205,NA,0.702642734063153
674200,674400,"Gen1Housemates",674200,674400,6742,0.5,0.5,NA,-0.812547961810205,NA,-1.33994130769543
674300,674400,"Gen1Housemates",674300,674400,6742,0.5,0.5,NA,0.702642734063153,NA,-1.33994130769543
674300,674500,"Gen1Housemates",674300,674500,6742,0.5,0.5,NA,0.702642734063153,NA,-0.82879559653022
674400,674500,"Gen1Housemates",674400,674500,6742,0.5,0.5,NA,-1.33994130769543,NA,-0.82879559653022
674200,674500,"Gen1Housemates",674200,674500,6742,0.5,0.5,NA,-0.812547961810205,NA,-0.82879559653022
675100,675200,"Gen1Housemates",675100,675200,6751,0.25,0.25,NA,0.535669741134968,NA,2.8188490018532
675400,675500,"Gen1Housemates",675400,675500,6754,0.5,0.5,NA,-0.655040945683979,NA,-0.0606946270186281
675600,675700,"Gen1Housemates",675600,675700,6756,0.5,0.5,NA,1.68583335254003,NA,3
676100,676200,"Gen1Housemates",676100,676200,6761,0.5,0.5,NA,-1.16865347898842,NA,-1.77712347042111
676600,676700,"Gen1Housemates",676600,676700,6766,NA,0,NA,1.02217378161421,NA,0.600348276462599
676900,677000,"Gen1Housemates",676900,677000,6769,0.5,0.5,NA,-0.628972032735029,NA,-0.220258727051746
677100,677200,"Gen1Housemates",677100,677200,6771,NA,0,NA,-1.15866277340386,NA,-0.459323902242004
677400,677500,"Gen1Housemates",677400,677500,6774,0.5,0.5,NA,-1.81779246677989,NA,-2.59208749904392
678300,678400,"Gen1Housemates",678300,678400,6783,0.25,0.25,NA,0.275772911889888,NA,0.0941775430748039
678500,678600,"Gen1Housemates",678500,678600,6785,0.5,0.5,NA,NA,NA,NA
678900,679000,"Gen1Housemates",678900,679000,6789,0.5,0.5,NA,-2.88534049224078,NA,-1.15437757307336
678900,679100,"Gen1Housemates",678900,679100,6789,0.5,0.5,NA,-2.88534049224078,NA,-0.84515171772324
679000,679100,"Gen1Housemates",679000,679100,6789,0.5,0.5,NA,-1.15437757307336,NA,-0.84515171772324
679300,679400,"Gen1Housemates",679300,679400,6793,0.5,0.5,NA,-1.16865347898842,NA,-2.08849641909498
679500,679600,"Gen1Housemates",679500,679600,6795,0.25,0.25,NA,-2.07861246281772,NA,-0.615249359179675
679500,679700,"Gen1Housemates",679500,679700,6795,0.25,0.25,NA,-2.07861246281772,NA,NA
679600,679700,"Gen1Housemates",679600,679700,6795,0.5,0.5,NA,-0.615249359179675,NA,NA
679500,679800,"Gen1Housemates",679500,679800,6795,0.25,0.25,NA,-2.07861246281772,NA,NA
679600,679800,"Gen1Housemates",679600,679800,6795,0.5,0.5,NA,-0.615249359179675,NA,NA
679700,679800,"Gen1Housemates",679700,679800,6795,0.5,0.5,NA,NA,NA,NA
680000,680100,"Gen1Housemates",680000,680100,6800,0.5,0.5,NA,0.373169710752446,NA,0.355019316433575
680900,681000,"Gen1Housemates",680900,681000,6809,0.5,0.5,NA,NA,NA,NA
680900,681100,"Gen1Housemates",680900,681100,6809,0.5,0.5,NA,NA,NA,-0.220258727051746
681000,681100,"Gen1Housemates",681000,681100,6809,0.5,0.5,NA,NA,NA,-0.220258727051746
681300,681400,"Gen1Housemates",681300,681400,6813,NA,NA,NA,0.982719724054794,NA,0.714759778338927
681600,681700,"Gen1Housemates",681600,681700,6816,0.5,0.5,NA,-0.0428135615335787,NA,0.029859416327474
681700,681800,"Gen1Housemates",681700,681800,6816,0.5,0.5,NA,0.029859416327474,NA,0.323355857737168
681600,681800,"Gen1Housemates",681600,681800,6816,0.5,0.5,NA,-0.0428135615335787,NA,0.323355857737168
682100,682200,"Gen1Housemates",682100,682200,6821,NA,NA,NA,0.667047683084082,NA,1.10832332436954
683500,683600,"Gen1Housemates",683500,683600,6835,NA,0,NA,-0.0606946270186281,NA,0.196803238227203
683700,683800,"Gen1Housemates",683700,683800,6837,0.5,0.5,NA,-1.27419540580109,NA,0.402487170295999
683900,684000,"Gen1Housemates",683900,684000,6839,0.5,0.5,NA,-0.409661211202433,NA,-1.56304621286705
684500,684600,"Gen1Housemates",684500,684600,6845,0.5,0.5,NA,-0.0428135615335787,NA,-1.27419540580109
684900,685000,"Gen1Housemates",684900,685000,6849,0.5,0.5,NA,-0.60008066931389,NA,-0.843004624399492
685400,685500,"Gen1Housemates",685400,685500,6854,0.5,0.5,NA,0.639069496170361,NA,0.728827190476543
685900,686000,"Gen1Housemates",685900,686000,6859,0.5,0.5,NA,0.660381372696829,NA,-1.15437757307336
685900,686100,"Gen1Housemates",685900,686100,6859,0.5,0.5,NA,0.660381372696829,NA,0.991752640265219
686000,686100,"Gen1Housemates",686000,686100,6859,0.5,0.5,NA,-1.15437757307336,NA,0.991752640265219
686500,686600,"Gen1Housemates",686500,686600,6865,0.5,0.5,NA,NA,NA,NA
686500,686700,"Gen1Housemates",686500,686700,6865,0.5,0.5,NA,NA,NA,NA
686600,686700,"Gen1Housemates",686600,686700,6865,0.5,0.5,NA,NA,NA,NA
686900,687000,"Gen1Housemates",686900,687000,6869,NA,NA,NA,-0.752805123632105,NA,0.639069496170361
686900,687100,"Gen1Housemates",686900,687100,6869,NA,NA,NA,-0.752805123632105,NA,NA
687000,687100,"Gen1Housemates",687000,687100,6869,NA,NA,NA,0.639069496170361,NA,NA
687200,687300,"Gen1Housemates",687200,687300,6872,0.5,0.5,NA,0.874536244042733,NA,0.355019316433575
687800,687900,"Gen1Housemates",687800,687900,6878,0.25,0.25,NA,0.338043021338865,NA,-0.0606946270186281
688100,688200,"Gen1Housemates",688100,688200,6881,0.5,0.5,NA,1.02217378161421,NA,NA
688200,688300,"Gen1Housemates",688200,688300,6881,0.25,0.25,NA,NA,NA,0.0941775430748039
688100,688300,"Gen1Housemates",688100,688300,6881,0.25,0.25,NA,1.02217378161421,NA,0.0941775430748039
688400,688500,"Gen1Housemates",688400,688500,6884,0.5,0.5,NA,-0.628972032735029,NA,-0.655040945683979
688600,688700,"Gen1Housemates",688600,688700,6886,0.5,0.5,NA,0.660381372696829,NA,-3
688800,688900,"Gen1Housemates",688800,688900,6888,0.5,0.5,NA,-0.799449128183351,NA,-2.76502749929317
688900,689000,"Gen1Housemates",688900,689000,6888,0.5,0.5,NA,-2.76502749929317,NA,-0.459323902242004
688800,689000,"Gen1Housemates",688800,689000,6888,0.5,0.5,NA,-0.799449128183351,NA,-0.459323902242004
688800,689100,"Gen1Housemates",688800,689100,6888,0.5,0.5,NA,-0.799449128183351,NA,1.05720995934465
689000,689100,"Gen1Housemates",689000,689100,6888,0.5,0.5,NA,-0.459323902242004,NA,1.05720995934465
688900,689100,"Gen1Housemates",688900,689100,6888,0.5,0.5,NA,-2.76502749929317,NA,1.05720995934465
689200,689300,"Gen1Housemates",689200,689300,6892,0.5,0.5,NA,0.667047683084082,NA,-0.0301650773094408
689400,689500,"Gen1Housemates",689400,689500,6894,NA,0.375,NA,-1.15437757307336,NA,-1.54071000951248
689700,689800,"Gen1Housemates",689700,689800,6897,0.5,0.5,NA,0.49462114716681,NA,1.65972631107154
690300,690400,"Gen1Housemates",690300,690400,6903,0.5,0.5,NA,-1.15866277340386,NA,-2.42181998105544
690400,690500,"Gen1Housemates",690400,690500,6903,0.5,0.5,NA,-2.42181998105544,NA,-0.459323902242004
690300,690500,"Gen1Housemates",690300,690500,6903,0.25,0.25,NA,-1.15866277340386,NA,-0.459323902242004
690300,690600,"Gen1Housemates",690300,690600,6903,0.5,0.5,NA,-1.15866277340386,NA,-0.615249359179675
690500,690600,"Gen1Housemates",690500,690600,6903,0.5,0.5,NA,-0.459323902242004,NA,-0.615249359179675
690400,690600,"Gen1Housemates",690400,690600,6903,0.5,0.5,NA,-2.42181998105544,NA,-0.615249359179675
690300,690700,"Gen1Housemates",690300,690700,6903,0.5,0.5,NA,-1.15866277340386,NA,-3
690400,690700,"Gen1Housemates",690400,690700,6903,0.5,0.5,NA,-2.42181998105544,NA,-3
690500,690700,"Gen1Housemates",690500,690700,6903,0.5,0.5,NA,-0.459323902242004,NA,-3
690600,690700,"Gen1Housemates",690600,690700,6903,0.5,0.5,NA,-0.615249359179675,NA,-3
691000,691100,"Gen1Housemates",691000,691100,6910,0.5,0.5,NA,0.407287296674152,NA,-0.681188772852539
691200,691300,"Gen1Housemates",691200,691300,6912,0.5,0.5,NA,0.338043021338865,NA,1.10832332436954
691300,691400,"Gen1Housemates",691300,691400,6912,0.5,0.5,NA,1.10832332436954,NA,1.65972631107154
691200,691400,"Gen1Housemates",691200,691400,6912,0.5,0.5,NA,0.338043021338865,NA,1.65972631107154
691900,692000,"Gen1Housemates",691900,692000,6919,NA,NA,NA,-0.409661211202433,NA,-1.54071000951248
691900,692100,"Gen1Housemates",691900,692100,6919,NA,NA,NA,-0.409661211202433,NA,0.323355857737168
692000,692100,"Gen1Housemates",692000,692100,6919,NA,NA,NA,-1.54071000951248,NA,0.323355857737168
692300,692400,"Gen1Housemates",692300,692400,6923,NA,NA,NA,-1.90400659379295,NA,-0.681188772852539
692500,692600,"Gen1Housemates",692500,692600,6925,NA,NA,NA,-0.0301650773094408,NA,0.0911142216221265
692700,692800,"Gen1Housemates",692700,692800,6927,NA,NA,NA,1.62848596409686,NA,2.27072486233924
693000,693100,"Gen1Housemates",693000,693100,6930,0.5,0.5,NA,0.312182219515684,NA,1.32232835464082
693300,693400,"Gen1Housemates",693300,693400,6933,NA,NA,NA,-0.037654501763148,NA,0.231813360943174
693500,693600,"Gen1Housemates",693500,693600,6935,NA,NA,NA,0.660381372696829,NA,0.275772911889888
693600,693700,"Gen1Housemates",693600,693700,6935,NA,NA,NA,0.275772911889888,NA,-0.0606946270186281
693500,693700,"Gen1Housemates",693500,693700,6935,NA,NA,NA,0.660381372696829,NA,-0.0606946270186281
693900,694000,"Gen1Housemates",693900,694000,6939,0.5,0.5,NA,0.282309650162959,NA,0.595318358842389
693900,694100,"Gen1Housemates",693900,694100,6939,0.5,0.5,NA,0.282309650162959,NA,-1.27364873545096
694000,694100,"Gen1Housemates",694000,694100,6939,0.5,0.5,NA,0.595318358842389,NA,-1.27364873545096
694000,694200,"Gen1Housemates",694000,694200,6939,0.5,0.5,NA,0.595318358842389,NA,0.0366526545177535
694100,694200,"Gen1Housemates",694100,694200,6939,0.5,0.5,NA,-1.27364873545096,NA,0.0366526545177535
693900,694200,"Gen1Housemates",693900,694200,6939,0.5,0.5,NA,0.282309650162959,NA,0.0366526545177535
694300,694400,"Gen1Housemates",694300,694400,6943,NA,NA,NA,-0.752805123632105,NA,-0.789157345095425
694400,694500,"Gen1Housemates",694400,694500,6943,NA,NA,NA,-0.789157345095425,NA,0.714759778338927
694300,694500,"Gen1Housemates",694300,694500,6943,NA,NA,NA,-0.752805123632105,NA,0.714759778338927
694600,694700,"Gen1Housemates",694600,694700,6946,0.5,0.5,NA,-0.60008066931389,NA,-0.218932210524544
694900,695000,"Gen1Housemates",694900,695000,6949,NA,0.375,NA,0.728827190476543,NA,1.00236608045083
695200,695300,"Gen1Housemates",695200,695300,6952,0.5,0.5,NA,-0.0606946270186281,NA,-0.379334239984287
695400,695500,"Gen1Housemates",695400,695500,6954,0.5,0.5,NA,-1.04898990810454,NA,-1.27364873545096
695600,695700,"Gen1Housemates",695600,695700,6956,0.5,0.5,NA,-1.16577202137841,NA,-1.16865347898842
695800,695900,"Gen1Housemates",695800,695900,6958,0.5,0.5,NA,NA,NA,-1.77712347042111
695800,696000,"Gen1Housemates",695800,696000,6958,0.5,0.5,NA,NA,NA,-1.15826147132259
695900,696000,"Gen1Housemates",695900,696000,6958,0.5,0.5,NA,-1.77712347042111,NA,-1.15826147132259
696100,696200,"Gen1Housemates",696100,696200,6961,NA,NA,NA,NA,NA,NA
696700,696800,"Gen1Housemates",696700,696800,6967,NA,NA,NA,-0.106099842673803,NA,-1.177413425232
697100,697200,"Gen1Housemates",697100,697200,6971,0.5,0.5,NA,0.728827190476543,NA,1.02523306764375
697700,697800,"Gen1Housemates",697700,697800,6977,NA,0,NA,0.958823356741604,NA,-0.106099842673803
697700,697900,"Gen1Housemates",697700,697900,6977,NA,0,NA,0.958823356741604,NA,NA
697800,697900,"Gen1Housemates",697800,697900,6977,NA,0,NA,-0.106099842673803,NA,NA
698000,698100,"Gen1Housemates",698000,698100,6980,NA,NA,NA,-0.908391199048348,NA,1.32232835464082
698000,698200,"Gen1Housemates",698000,698200,6980,NA,NA,NA,-0.908391199048348,NA,0.595318358842389
698100,698200,"Gen1Housemates",698100,698200,6980,NA,0,NA,1.32232835464082,NA,0.595318358842389
698300,698400,"Gen1Housemates",698300,698400,6983,NA,0,NA,0.231813360943174,NA,1.02217378161421
698300,698500,"Gen1Housemates",698300,698500,6983,NA,0,NA,0.231813360943174,NA,-0.0428135615335787
698400,698500,"Gen1Housemates",698400,698500,6983,NA,0,NA,1.02217378161421,NA,-0.0428135615335787
698400,698600,"Gen1Housemates",698400,698600,6983,NA,0,NA,1.02217378161421,NA,-0.106099842673803
698300,698600,"Gen1Housemates",698300,698600,6983,NA,0,NA,0.231813360943174,NA,-0.106099842673803
698500,698600,"Gen1Housemates",698500,698600,6983,NA,0,NA,-0.0428135615335787,NA,-0.106099842673803
699000,699100,"Gen1Housemates",699000,699100,6990,0.5,0.5,NA,-1.5857116285529,NA,0.338043021338865
699800,699900,"Gen1Housemates",699800,699900,6998,0.5,0.5,NA,0.0911142216221265,NA,-0.721013978205426
700300,700400,"Gen1Housemates",700300,700400,7003,0.25,0.25,NA,-0.918447331229712,NA,-0.387236292847702
700800,700900,"Gen1Housemates",700800,700900,7008,0.5,0.5,NA,0.196803238227203,NA,1.30505807541276
700900,701000,"Gen1Housemates",700900,701000,7008,0.5,0.5,NA,1.30505807541276,NA,0.713860118969872
700800,701000,"Gen1Housemates",700800,701000,7008,0.5,0.5,NA,0.196803238227203,NA,0.713860118969872
702000,702100,"Gen1Housemates",702000,702100,7020,0.125,0.125,NA,-0.459323902242004,NA,-0.459323902242004
702100,702200,"Gen1Housemates",702100,702200,7020,NA,NA,NA,-0.459323902242004,NA,0.639069496170361
702000,702200,"Gen1Housemates",702000,702200,7020,0.125,0.125,NA,-0.459323902242004,NA,0.639069496170361
702000,702300,"Gen1Housemates",702000,702300,7020,0.125,0.125,NA,-0.459323902242004,NA,0.402487170295999
702100,702300,"Gen1Housemates",702100,702300,7020,NA,NA,NA,-0.459323902242004,NA,0.402487170295999
702200,702300,"Gen1Housemates",702200,702300,7020,NA,NA,NA,0.639069496170361,NA,0.402487170295999
702600,702700,"Gen1Housemates",702600,702700,7026,NA,NA,NA,0.373169710752446,NA,-0.531631675725619
702600,702800,"Gen1Housemates",702600,702800,7026,NA,NA,NA,0.373169710752446,NA,0.323355857737168
702700,702800,"Gen1Housemates",702700,702800,7026,NA,NA,NA,-0.531631675725619,NA,0.323355857737168
703000,703100,"Gen1Housemates",703000,703100,7030,NA,NA,NA,1.39966014035038,NA,1.47550731200456
703300,703400,"Gen1Housemates",703300,703400,7033,NA,NA,NA,-0.918447331229712,NA,0.64570497467913
703500,703600,"Gen1Housemates",703500,703600,7035,NA,NA,NA,-0.362574871629093,NA,-1.54814961288141
703500,703700,"Gen1Housemates",703500,703700,7035,NA,NA,NA,-0.362574871629093,NA,-0.220258727051746
703600,703700,"Gen1Housemates",703600,703700,7035,NA,NA,NA,-1.54814961288141,NA,-0.220258727051746
703600,703800,"Gen1Housemates",703600,703800,7035,NA,NA,NA,-1.54814961288141,NA,0.323355857737168
