"","Subject2Tag","Subject1Tag","R","CRace1","CGender1","HtSt1","AgeHt1","CRace2","CGender2","HtSt2","AgeHt2"
"950",116005,116001,0.5,2,2,-0.509611507,19,2,1,NA,NA
"951",116005,116004,0.5,2,2,NA,NA,2,1,NA,NA
"952",116005,116002,0.5,2,2,-0.173544831,19,2,1,NA,NA
"953",116005,116003,0.5,2,2,NA,NA,2,1,NA,NA
"954",116006,116001,0.5,2,2,-0.509611507,19,2,2,NA,NA
"955",116006,116003,0.5,2,2,NA,NA,2,2,NA,NA
"956",116006,116002,0.5,2,2,-0.173544831,19,2,2,NA,NA
"957",116006,116004,0.5,2,2,NA,NA,2,2,NA,NA
"958",116006,116005,0.5,2,1,NA,NA,2,2,NA,NA
"959",116102,116101,0.5,2,1,0.2155459714,19,2,1,0.5422792916,19
"960",116302,116301,0.5,3,2,1.5067885468,19,3,1,0.2155459714,19
"961",116402,116401,0.5,3,2,-0.509611507,19,3,1,-0.111187349,19
"962",116502,116501,0.5,2,1,0.5422792916,19,2,1,1.8492125727,19
"963",116503,116501,0.5,2,1,0.5422792916,19,2,1,1.5224792524,19
"964",116503,116502,0.5,2,1,1.8492125727,19,2,1,1.5224792524,19
"965",116602,116601,0.5,2,2,-0.173544831,19,2,2,NA,18
"966",116702,116701,0.5,3,2,NA,4,3,1,NA,2
"967",117002,117001,0.5,3,1,0.2155459714,19,3,1,0.2155459714,19
"968",117003,117001,0.5,3,1,0.2155459714,19,3,1,NA,17
"969",117003,117002,0.5,3,1,0.2155459714,19,3,1,NA,17
"970",117004,117001,0.5,3,1,0.2155459714,19,3,2,NA,15
"971",117004,117002,0.5,3,1,0.2155459714,19,3,2,NA,15
"972",117004,117003,0.5,3,1,NA,17,3,2,NA,15
"973",117202,117201,0.5,3,2,NA,18,3,1,NA,15
"974",117203,117201,0.5,3,2,NA,18,3,1,0.5422792916,19
"975",117203,117202,0.5,3,1,NA,15,3,1,0.5422792916,19
"976",117702,117701,0.5,3,1,-1.09138731,19,3,1,NA,15
"977",117902,117901,0.25,3,1,0.2155459714,19,3,1,0.5422792916,19
"978",118102,118101,0.5,3,1,0.5422792916,19,3,1,-0.111187349,19
"979",118103,118101,0.5,3,1,0.5422792916,19,3,2,NA,5
"980",118103,118102,0.5,3,1,-0.111187349,19,3,2,NA,5
"981",118402,118401,0.5,3,2,-0.509611507,19,3,2,0.49858852,19
"982",118403,118401,0.5,3,2,-0.509611507,19,3,1,NA,8
"983",118403,118402,0.5,3,2,0.49858852,19,3,1,NA,8
"984",118702,118701,0.5,3,1,0.5422792916,19,3,2,NA,17
"985",118703,118701,0.5,3,1,0.5422792916,19,3,2,NA,14
"986",118703,118702,0.5,3,2,NA,17,3,2,NA,14
"987",118902,118901,0.5,2,2,NA,19,2,1,NA,19
"988",119502,119501,0.5,2,1,NA,4,2,2,NA,3
"989",119902,119901,0.25,3,2,-1.181744858,19,3,1,-3.051787231,19
"990",120002,120001,0.5,3,1,-0.437920669,19,3,1,NA,16
"991",120202,120201,0.5,2,1,-0.111187349,19,2,1,0.2155459714,19
"992",120302,120301,0.5,2,1,-0.437920669,19,2,1,NA,18
"993",120702,120701,0.5,2,2,0.8346551956,19,2,2,0.49858852,19
"994",120902,120901,0.25,2,1,NA,19,2,2,0.8346551956,19
"995",120903,120901,0.25,2,1,NA,19,2,2,-0.845678183,19
"996",120903,120902,0.25,2,2,0.8346551956,19,2,2,-0.845678183,19
"997",121002,121001,0.25,2,2,-1.517811534,19,2,2,-0.845678183,19
"998",121003,121001,0.25,2,2,-1.517811534,19,2,1,0.2155459714,19
"999",121003,121002,0.25,2,2,-0.845678183,19,2,1,0.2155459714,19
"1000",121004,121001,0.25,2,2,-1.517811534,19,2,2,0.8346551956,19
"1001",121004,121002,0.25,2,2,-0.845678183,19,2,2,0.8346551956,19
"1002",121004,121003,0.25,2,1,0.2155459714,19,2,2,0.8346551956,19
"1003",121005,121001,0.25,2,2,-1.517811534,19,2,1,NA,18
"1004",121005,121004,0.5,2,2,0.8346551956,19,2,1,NA,18
"1005",121005,121002,0.25,2,2,-0.845678183,19,2,1,NA,18
"1006",121005,121003,0.25,2,1,0.2155459714,19,2,1,NA,18
"1007",121006,121001,0.25,2,2,-1.517811534,19,2,1,NA,18
"1008",121006,121003,0.25,2,1,0.2155459714,19,2,1,NA,18
"1009",121006,121002,0.25,2,2,-0.845678183,19,2,1,NA,18
"1010",121006,121004,0.25,2,2,0.8346551956,19,2,1,NA,18
"1011",121006,121005,1,2,1,NA,18,2,1,NA,18
"1012",121202,121201,0.25,2,2,-0.845678183,19,2,1,NA,14
"1013",121302,121301,0.5,2,1,-0.111187349,19,2,1,-0.111187349,19
"1014",121402,121401,0.5,2,2,-0.173544831,19,2,1,NA,9
"1015",121403,121401,0.25,2,2,-0.173544831,19,2,2,NA,1
"1016",121403,121402,0.25,2,1,NA,9,2,2,NA,1
"1017",121404,121401,0.25,2,2,-0.173544831,19,2,1,NA,NA
"1018",121404,121402,0.25,2,1,NA,9,2,1,NA,NA
"1019",121404,121403,NA,2,2,NA,1,2,1,NA,NA
"1020",121602,121601,0.25,2,1,-1.09138731,19,2,2,NA,NA
"1021",121603,121601,0.5,2,1,-1.09138731,19,2,2,1.5067885468,19
"1022",121603,121602,0.5,2,2,NA,NA,2,2,1.5067885468,19
"1023",121604,121601,0.5,2,1,-1.09138731,19,2,2,-0.173544831,19
"1024",121604,121602,0.5,2,2,NA,NA,2,2,-0.173544831,19
"1025",121604,121603,0.5,2,2,1.5067885468,19,2,2,-0.173544831,19
"1026",122002,122001,0.25,2,2,-0.845678183,19,2,1,1.5224792524,19
"1027",122003,122001,0.25,2,2,-0.845678183,19,2,1,NA,NA
"1028",122003,122002,0.25,2,1,1.5224792524,19,2,1,NA,NA
"1029",122102,122101,0.25,2,2,-0.845678183,19,2,1,-0.764653989,19
"1030",122103,122101,0.25,2,2,-0.845678183,19,2,1,1.1957459322,19
"1031",122103,122102,0.5,2,1,-0.764653989,19,2,1,1.1957459322,19
"1032",122302,122301,0.5,2,2,NA,16,2,1,NA,14
"1033",122402,122401,0.25,2,2,2.5149885737,19,2,1,1.8492125727,19
"1034",122403,122401,0.25,2,2,2.5149885737,19,2,2,-0.509611507,19
"1035",122403,122402,0.25,2,1,1.8492125727,19,2,2,-0.509611507,19
"1036",122502,122501,0.5,3,1,-0.764653989,19,3,1,0.2155459714,19
"1037",122602,122601,0.5,3,1,-0.764653989,19,3,2,1.1707218712,19
"1038",122702,122701,0.25,2,1,0.2155459714,19,2,2,0.1625218443,19
"1039",122703,122701,0.25,2,1,0.2155459714,19,2,1,NA,6
"1040",122703,122702,0.25,2,2,0.1625218443,19,2,1,NA,6
"1041",122704,122701,0.25,2,1,0.2155459714,19,2,1,-0.437920669,19
"1042",122704,122702,0.25,2,2,0.1625218443,19,2,1,-0.437920669,19
"1043",122704,122703,0.25,2,1,NA,6,2,1,-0.437920669,19
"1044",122802,122801,0.25,3,2,NA,12,3,1,NA,11
"1045",122803,122801,0.25,3,2,NA,12,3,2,NA,14
"1046",122803,122802,0.25,3,1,NA,11,3,2,NA,14
"1047",123002,123001,0.5,3,1,-1.09138731,19,3,1,-0.764653989,19
"1048",123102,123101,0.5,3,2,NA,9,3,2,NA,7
"1049",123302,123301,0.25,3,1,1.8492125727,19,3,1,-0.437920669,19
"1050",123402,123401,0.5,3,1,NA,17,3,1,NA,NA
"1051",123602,123601,0.5,3,1,NA,15,3,2,NA,NA
"1052",123603,123601,0.5,3,1,NA,15,3,1,NA,NA
"1053",123603,123602,0.5,3,2,NA,NA,3,1,NA,NA
"1054",123802,123801,0.5,3,1,1.5224792524,19,3,2,1.1707218712,19
"1055",123803,123801,0.5,3,1,1.5224792524,19,3,2,-0.845678183,19
"1056",123803,123802,0.5,3,2,1.1707218712,19,3,2,-0.845678183,19
"1057",123804,123801,0.5,3,1,1.5224792524,19,3,2,0.49858852,19
"1058",123804,123803,0.5,3,2,-0.845678183,19,3,2,0.49858852,19
"1059",123804,123802,0.5,3,2,1.1707218712,19,3,2,0.49858852,19
"1060",123805,123802,0.5,3,2,1.1707218712,19,3,1,0.5422792916,19
"1061",123805,123801,0.5,3,1,1.5224792524,19,3,1,0.5422792916,19
"1062",123805,123803,0.5,3,2,-0.845678183,19,3,1,0.5422792916,19
"1063",123805,123804,0.5,3,2,0.49858852,19,3,1,0.5422792916,19
"1064",124102,124101,NA,3,1,NA,14,3,1,NA,3
"1065",124103,124101,NA,3,1,NA,14,3,1,NA,16
"1066",124103,124102,NA,3,1,NA,3,3,1,NA,16
"1067",124104,124101,NA,3,1,NA,14,3,2,NA,18
"1068",124104,124102,NA,3,1,NA,3,3,2,NA,18
"1069",124104,124103,0.25,3,1,NA,16,3,2,NA,18
"1070",124402,124401,0.25,3,2,0.1625218443,19,3,2,-0.173544831,19
"1071",124403,124401,0.25,3,2,0.1625218443,19,3,2,0.1625218443,19
"1072",124403,124402,0.5,3,2,-0.173544831,19,3,2,0.1625218443,19
"1073",124602,124601,0.5,3,2,-1.517811534,19,3,1,0.8690126119,19
"1074",125002,125001,0.25,3,1,0.5422792916,19,3,2,-0.509611507,19
"1075",125003,125001,0.25,3,1,0.5422792916,19,3,2,NA,16
"1076",125003,125002,0.25,3,2,-0.509611507,19,3,2,NA,16
"1077",125402,125401,0.5,3,2,NA,10,3,2,NA,10
"1078",125403,125401,0.5,3,2,NA,10,3,1,NA,4
"1079",125403,125402,0.5,3,2,NA,10,3,1,NA,4
"1080",125404,125401,0.5,3,2,NA,10,3,1,NA,4
"1081",125404,125402,0.5,3,2,NA,10,3,1,NA,4
"1082",125404,125403,0.5,3,1,NA,4,3,1,NA,4
"1083",125802,125801,0.5,3,2,0.49858852,19,3,2,0.1625218443,19
"1084",125803,125801,0.5,3,2,0.49858852,19,3,2,-1.181744858,19
"1085",125803,125802,0.5,3,2,0.1625218443,19,3,2,-1.181744858,19
"1086",125804,125801,0.5,3,2,0.49858852,19,3,1,NA,17
"1087",125804,125802,0.5,3,2,0.1625218443,19,3,1,NA,17
"1088",125804,125803,0.5,3,2,-1.181744858,19,3,1,NA,17
"1089",126902,126901,0.5,2,2,-0.173544831,19,2,1,0.5422792916,19
"1090",126903,126901,0.25,2,2,-0.173544831,19,2,1,NA,0
"1091",126903,126902,0.25,2,1,0.5422792916,19,2,1,NA,0
"1092",127002,127001,0.5,2,1,NA,5,2,2,NA,1
"1093",127902,127901,0.5,3,1,-0.437920669,19,3,1,-0.764653989,19
"1094",127903,127901,0.5,3,1,-0.437920669,19,3,1,-0.437920669,19
"1095",127903,127902,0.5,3,1,-0.764653989,19,3,1,-0.437920669,19
"1096",128602,128601,0.25,2,1,0.8690126119,19,2,2,NA,13
"1097",129002,129001,0.25,2,1,-2.07158727,19,2,2,0.1625218443,19
"1098",129302,129301,0.25,2,1,-0.764653989,19,2,1,0.2155459714,19
"1099",129303,129301,0.25,2,1,-0.764653989,19,2,1,-1.09138731,19
"1100",129303,129302,0.5,2,1,0.2155459714,19,2,1,-1.09138731,19
"1101",129502,129501,0.5,2,1,-0.437920669,19,2,1,NA,18
"1102",129503,129501,0.5,2,1,-0.437920669,19,2,1,NA,16
"1103",129503,129502,0.5,2,1,NA,18,2,1,NA,16
"1104",129504,129501,0.5,2,1,-0.437920669,19,2,2,NA,NA
"1105",129504,129502,0.5,2,1,NA,18,2,2,NA,NA
"1106",129504,129503,0.5,2,1,NA,16,2,2,NA,NA
"1107",129602,129601,0.5,3,2,0.1625218443,19,3,1,NA,14
"1108",129702,129701,0.5,2,1,0.5422792916,19,2,2,0.8346551956,19
"1109",129703,129701,0.25,2,1,0.5422792916,19,2,1,0.8690126119,19
"1110",129703,129702,0.25,2,2,0.8346551956,19,2,1,0.8690126119,19
"1111",129802,129801,NA,2,2,NA,3,2,1,NA,NA
"1112",130402,130401,0.5,3,1,NA,15,3,2,NA,8
"1113",130403,130401,0.5,3,1,NA,15,3,1,NA,7
"1114",130403,130402,0.5,3,2,NA,8,3,1,NA,7
"1115",130502,130501,0.5,3,1,0.8690126119,19,3,1,NA,6
"1116",130602,130601,0.5,3,1,1.5224792524,19,3,1,0.2155459714,19
"1117",130603,130601,0.25,3,1,1.5224792524,19,3,1,NA,18
"1118",130603,130602,0.25,3,1,0.2155459714,19,3,1,NA,18
"1119",130604,130601,0.25,3,1,1.5224792524,19,3,2,NA,NA
"1120",130604,130602,0.25,3,1,0.2155459714,19,3,2,NA,NA
"1121",130604,130603,0.5,3,1,NA,18,3,2,NA,NA
"1122",130802,130801,0.5,2,1,0.8690126119,19,2,1,NA,6
"1123",130803,130801,0.5,2,1,0.8690126119,19,2,2,0.1625218443,19
"1124",130803,130802,0.5,2,1,NA,6,2,2,0.1625218443,19
"1125",131002,131001,0.5,3,2,NA,15,3,1,NA,NA
"1126",131003,131001,0.5,3,2,NA,15,3,2,NA,NA
"1127",131003,131002,0.5,3,1,NA,NA,3,2,NA,NA
"1128",131302,131301,0.25,2,2,-1.517811534,19,2,1,NA,15
"1129",132302,132301,0.5,3,1,NA,15,3,1,NA,NA
"1130",132402,132401,0.5,3,2,-0.173544831,19,3,2,-0.173544831,19
"1131",132403,132401,0.5,3,2,-0.173544831,19,3,1,NA,17
"1132",132403,132402,0.5,3,2,-0.173544831,19,3,1,NA,17
"1133",132404,132401,0.5,3,2,-0.173544831,19,3,2,NA,NA
"1134",132404,132403,0.5,3,1,NA,17,3,2,NA,NA
"1135",132404,132402,0.5,3,2,-0.173544831,19,3,2,NA,NA
"1136",132405,132402,0.5,3,2,-0.173544831,19,3,2,NA,NA
"1137",132405,132401,0.5,3,2,-0.173544831,19,3,2,NA,NA
"1138",132405,132403,0.5,3,1,NA,17,3,2,NA,NA
"1139",132405,132404,0.5,3,2,NA,NA,3,2,NA,NA
"1140",132602,132601,0.5,3,2,NA,NA,3,1,NA,NA
"1141",132702,132701,0.25,3,2,-0.845678183,19,3,1,NA,NA
"1142",132802,132801,0.5,3,2,0.1625218443,19,3,1,NA,17
"1143",133602,133601,0.5,3,2,NA,9,3,1,NA,8
"1144",133603,133601,0.5,3,2,NA,9,3,1,NA,7
"1145",133603,133602,0.5,3,1,NA,8,3,1,NA,7
"1146",133604,133601,0.5,3,2,NA,9,3,2,NA,4
"1147",133604,133602,0.5,3,1,NA,8,3,2,NA,4
"1148",133604,133603,0.5,3,1,NA,7,3,2,NA,4
"1149",134102,134101,0.5,3,2,-0.509611507,19,3,2,NA,NA
"1150",134103,134101,0.5,3,2,-0.509611507,19,3,1,-0.111187349,19
"1151",134103,134102,0.5,3,2,NA,NA,3,1,-0.111187349,19
"1152",134302,134301,0.5,3,2,1.5067885468,19,3,1,NA,14
"1153",135202,135201,0.5,3,2,0.1625218443,19,3,2,0.49858852,19
"1154",135203,135201,0.5,3,2,0.1625218443,19,3,1,-0.111187349,19
"1155",135203,135202,0.5,3,2,0.49858852,19,3,1,-0.111187349,19
"1156",135602,135601,0.5,3,2,NA,17,3,2,NA,15
"1157",135902,135901,0.5,3,2,-1.853878209,19,3,2,NA,15
"1158",135903,135901,0.5,3,2,-1.853878209,19,3,2,NA,NA
"1159",135903,135902,0.5,3,2,NA,15,3,2,NA,NA
"1160",136102,136101,0.25,3,1,-0.764653989,19,3,2,NA,NA
"1161",136202,136201,0.5,3,2,NA,15,3,2,NA,NA
"1162",137402,137401,0.5,3,1,NA,NA,3,2,NA,NA
"1163",137502,137501,0.25,2,2,1.1707218712,19,2,2,NA,15
"1164",137602,137601,0.375,2,2,2.1789218981,19,2,1,0.8690126119,19
"1165",137603,137601,0.25,2,2,2.1789218981,19,2,1,1.1957459322,19
"1166",137603,137602,0.5,2,1,0.8690126119,19,2,1,1.1957459322,19
"1167",137702,137701,0.5,2,1,-0.111187349,19,2,1,0.8690126119,19
"1168",138102,138101,0.5,2,1,-1.41812063,19,2,2,-0.173544831,19
"1169",138103,138101,0.25,2,1,-1.41812063,19,2,2,NA,18
"1170",138103,138102,0.5,2,2,-0.173544831,19,2,2,NA,18
"1171",138802,138801,0.5,2,1,-1.09138731,19,2,1,0.5422792916,19
"1172",138803,138801,0.5,2,1,-1.09138731,19,2,1,0.2155459714,19
"1173",138803,138802,0.5,2,1,0.5422792916,19,2,1,0.2155459714,19
"1174",138804,138801,0.5,2,1,-1.09138731,19,2,2,0.49858852,19
"1175",138804,138802,0.5,2,1,0.5422792916,19,2,2,0.49858852,19
"1176",138804,138803,0.5,2,1,0.2155459714,19,2,2,0.49858852,19
"1177",138902,138901,0.5,2,2,0.49858852,19,2,1,NA,18
"1178",139102,139101,0.5,2,1,0.8690126119,19,2,2,-0.173544831,19
"1179",139103,139101,0.5,2,1,0.8690126119,19,2,2,-0.173544831,19
"1180",139103,139102,0.5,2,2,-0.173544831,19,2,2,-0.173544831,19
"1181",139402,139401,0.5,3,1,1.5224792524,19,3,2,0.8346551956,19
"1182",139802,139801,0.25,3,1,NA,NA,3,2,-0.845678183,19
"1183",139902,139901,0.5,1,2,-0.509611507,19,1,2,NA,16
"1184",140002,140001,0.5,1,2,-0.173544831,19,1,2,NA,5
"1185",140003,140001,0.5,1,2,-0.173544831,19,1,1,NA,NA
"1186",140003,140002,0.5,1,2,NA,5,1,1,NA,NA
"1187",140004,140001,0.5,1,2,-0.173544831,19,1,1,NA,11
"1188",140004,140002,0.5,1,2,NA,5,1,1,NA,11
"1189",140004,140003,0.5,1,1,NA,NA,1,1,NA,11
"1190",140102,140101,NA,1,2,NA,13,1,2,NA,11
"1191",140103,140101,0.25,1,2,NA,13,1,2,NA,9
"1192",140103,140102,0.25,1,2,NA,11,1,2,NA,9
"1193",140104,140102,0.25,1,2,NA,11,1,1,-1.74485395,19
"1194",140104,140101,0.25,1,2,NA,13,1,1,-1.74485395,19
"1195",140104,140103,0.25,1,2,NA,9,1,1,-1.74485395,19
"1196",140105,140102,0.25,1,2,NA,11,1,2,NA,6
"1197",140105,140103,0.25,1,2,NA,9,1,2,NA,6
"1198",140105,140101,0.25,1,2,NA,13,1,2,NA,6
"1199",140105,140104,0.25,1,1,-1.74485395,19,1,2,NA,6
"1200",140106,140105,0.5,1,2,NA,6,1,2,NA,4
"1201",140106,140102,0.25,1,2,NA,11,1,2,NA,4
"1202",140106,140101,0.25,1,2,NA,13,1,2,NA,4
"1203",140106,140103,0.25,1,2,NA,9,1,2,NA,4
"1204",140106,140104,0.25,1,1,-1.74485395,19,1,2,NA,4
"1205",140107,140102,0.25,1,2,NA,11,1,1,NA,18
"1206",140107,140103,0.25,1,2,NA,9,1,1,NA,18
"1207",140107,140104,0.25,1,1,-1.74485395,19,1,1,NA,18
"1208",140107,140101,0.25,1,2,NA,13,1,1,NA,18
"1209",140107,140105,0.5,1,2,NA,6,1,1,NA,18
"1210",140107,140106,0.5,1,2,NA,4,1,1,NA,18
"1211",140602,140601,0.5,1,2,1.1707218712,19,1,2,NA,8
"1212",140603,140601,0.5,1,2,1.1707218712,19,1,1,NA,7
"1213",140603,140602,0.5,1,2,NA,8,1,1,NA,7
"1214",140604,140601,0.5,1,2,1.1707218712,19,1,2,0.1625218443,19
"1215",140604,140602,0.5,1,2,NA,8,1,2,0.1625218443,19
"1216",140604,140603,0.5,1,1,NA,7,1,2,0.1625218443,19
"1217",140605,140601,0.5,1,2,1.1707218712,19,1,1,NA,9
"1218",140605,140604,0.5,1,2,0.1625218443,19,1,1,NA,9
"1219",140605,140602,0.5,1,2,NA,8,1,1,NA,9
"1220",140605,140603,0.5,1,1,NA,7,1,1,NA,9
"1221",140606,140601,0.5,1,2,1.1707218712,19,1,2,0.49858852,19
"1222",140606,140603,0.5,1,1,NA,7,1,2,0.49858852,19
"1223",140606,140602,0.5,1,2,NA,8,1,2,0.49858852,19
"1224",140606,140604,0.5,1,2,0.1625218443,19,1,2,0.49858852,19
"1225",140606,140605,0.5,1,1,NA,9,1,2,0.49858852,19
"1226",140902,140901,0.5,3,1,-0.764653989,19,3,1,0.2155459714,19
"1227",141002,141001,0.25,3,1,0.2155459714,19,3,2,NA,15
"1228",141402,141401,0.25,1,1,-0.437920669,19,1,2,-0.173544831,19
"1229",141403,141401,0.25,1,1,-0.437920669,19,1,2,0.1625218443,19
"1230",141403,141402,0.25,1,2,-0.173544831,19,1,2,0.1625218443,19
"1231",141404,141401,0.25,1,1,-0.437920669,19,1,2,-0.509611507,19
"1232",141404,141403,0.5,1,2,0.1625218443,19,1,2,-0.509611507,19
"1233",141404,141402,0.25,1,2,-0.173544831,19,1,2,-0.509611507,19
"1234",141405,141402,0.25,1,2,-0.173544831,19,1,1,-0.437920669,19
"1235",141405,141401,0.25,1,1,-0.437920669,19,1,1,-0.437920669,19
"1236",141405,141403,0.5,1,2,0.1625218443,19,1,1,-0.437920669,19
"1237",141405,141404,0.5,1,2,-0.509611507,19,1,1,-0.437920669,19
"1238",141502,141501,0.5,1,1,0.5422792916,19,1,2,0.49858852,19
"1239",141503,141501,0.5,1,1,0.5422792916,19,1,2,0.1625218443,19
"1240",141503,141502,0.5,1,2,0.49858852,19,1,2,0.1625218443,19
"1241",141504,141502,0.5,1,2,0.49858852,19,1,1,1.1957459322,19
"1242",141504,141501,0.5,1,1,0.5422792916,19,1,1,1.1957459322,19
"1243",141504,141503,0.5,1,2,0.1625218443,19,1,1,1.1957459322,19
"1244",141505,141502,0.5,1,2,0.49858852,19,1,1,-1.41812063,19
"1245",141505,141503,0.5,1,2,0.1625218443,19,1,1,-1.41812063,19
"1246",141505,141501,0.5,1,1,0.5422792916,19,1,1,-1.41812063,19
"1247",141505,141504,0.5,1,1,1.1957459322,19,1,1,-1.41812063,19
"1248",141506,141505,0.25,1,1,-1.41812063,19,1,1,-1.41812063,19
"1249",141506,141502,0.25,1,2,0.49858852,19,1,1,-1.41812063,19
"1250",141506,141501,0.25,1,1,0.5422792916,19,1,1,-1.41812063,19
"1251",141506,141503,0.25,1,2,0.1625218443,19,1,1,-1.41812063,19
"1252",141506,141504,0.25,1,1,1.1957459322,19,1,1,-1.41812063,19
"1253",141507,141502,0.25,1,2,0.49858852,19,1,2,NA,2
"1254",141507,141503,0.25,1,2,0.1625218443,19,1,2,NA,2
"1255",141507,141504,0.25,1,1,1.1957459322,19,1,2,NA,2
"1256",141507,141501,0.5,1,1,0.5422792916,19,1,2,NA,2
"1257",141507,141505,0.25,1,1,-1.41812063,19,1,2,NA,2
"1258",141507,141506,0.25,1,1,-1.41812063,19,1,2,NA,2
"1259",141602,141601,0.5,3,1,-1.09138731,19,3,1,-1.74485395,19
"1260",141603,141601,0.25,3,1,-1.09138731,19,3,1,-0.437920669,19
"1261",141603,141602,0.25,3,1,-1.74485395,19,3,1,-0.437920669,19
"1262",141902,141901,0.5,1,2,-0.509611507,19,1,1,-0.111187349,19
"1263",142102,142101,0.5,3,2,NA,NA,3,2,NA,NA
"1264",142302,142301,0.5,3,1,0.2155459714,19,3,1,-1.09138731,19
"1265",142303,142301,0.5,3,1,0.2155459714,19,3,2,-0.173544831,19
"1266",142303,142302,0.5,3,1,-1.09138731,19,3,2,-0.173544831,19
"1267",142304,142301,0.5,3,1,0.2155459714,19,3,2,0.8346551956,19
"1268",142304,142303,0.5,3,2,-0.173544831,19,3,2,0.8346551956,19
"1269",142304,142302,0.5,3,1,-1.09138731,19,3,2,0.8346551956,19
"1270",142305,142302,0.5,3,1,-1.09138731,19,3,1,0.8690126119,19
"1271",142305,142301,0.5,3,1,0.2155459714,19,3,1,0.8690126119,19
"1272",142305,142303,0.5,3,2,-0.173544831,19,3,1,0.8690126119,19
"1273",142305,142304,0.5,3,2,0.8346551956,19,3,1,0.8690126119,19
"1274",143502,143501,0.5,2,2,0.49858852,19,2,1,0.2155459714,19
"1275",143503,143501,0.5,2,2,0.49858852,19,2,1,NA,18
"1276",143503,143502,0.5,2,1,0.2155459714,19,2,1,NA,18
"1277",143602,143601,0.25,2,2,0.49858852,19,2,2,-0.845678183,19
"1278",143603,143601,0.25,2,2,0.49858852,19,2,1,0.2155459714,19
"1279",143603,143602,0.25,2,2,-0.845678183,19,2,1,0.2155459714,19
"1280",143702,143701,0.5,2,1,-0.111187349,19,2,2,-0.845678183,19
"1281",143703,143701,0.5,2,1,-0.111187349,19,2,2,-1.517811534,19
"1282",143703,143702,0.5,2,2,-0.845678183,19,2,2,-1.517811534,19
"1283",143802,143801,0.25,2,2,-0.509611507,19,2,2,-0.173544831,19
"1284",143803,143801,0.25,2,2,-0.509611507,19,2,1,0.5422792916,19
"1285",143803,143802,0.5,2,2,-0.173544831,19,2,1,0.5422792916,19
"1286",144002,144001,0.25,2,2,-0.173544831,19,2,1,-0.437920669,19
"1287",144003,144001,0.25,2,2,-0.173544831,19,2,2,1.5067885468,19
"1288",144003,144002,0.5,2,1,-0.437920669,19,2,2,1.5067885468,19
"1289",144004,144001,0.25,2,2,-0.173544831,19,2,1,0.5422792916,19
"1290",144004,144002,0.5,2,1,-0.437920669,19,2,1,0.5422792916,19
"1291",144004,144003,0.5,2,2,1.5067885468,19,2,1,0.5422792916,19
"1292",144202,144201,0.5,1,2,-0.509611507,19,1,2,NA,14
"1293",144302,144301,0.5,3,2,0.1625218443,19,3,2,-0.509611507,19
"1294",144303,144301,0.5,3,2,0.1625218443,19,3,1,NA,NA
"1295",144303,144302,0.5,3,2,-0.509611507,19,3,1,NA,NA
"1296",144602,144601,0.25,2,1,-0.111187349,19,2,1,-0.111187349,19
"1297",144603,144601,0.25,2,1,-0.111187349,19,2,1,NA,NA
"1298",144603,144602,0.5,2,1,-0.111187349,19,2,1,NA,NA
"1299",145102,145101,0.5,1,2,-1.181744858,19,1,2,-1.517811534,19
"1300",145103,145101,0.5,1,2,-1.181744858,19,1,2,NA,16
"1301",145103,145102,0.5,1,2,-1.517811534,19,1,2,NA,16
"1302",145402,145401,0.5,1,1,-1.09138731,19,1,2,-0.173544831,19
"1303",145502,145501,0.5,3,2,-1.181744858,19,3,1,-1.09138731,19
"1304",145503,145501,0.5,3,2,-1.181744858,19,3,2,-0.845678183,19
"1305",145503,145502,0.5,3,1,-1.09138731,19,3,2,-0.845678183,19
"1306",145504,145501,0.5,3,2,-1.181744858,19,3,2,-1.517811534,19
"1307",145504,145502,0.5,3,1,-1.09138731,19,3,2,-1.517811534,19
"1308",145504,145503,0.5,3,2,-0.845678183,19,3,2,-1.517811534,19
"1309",146002,146001,0.75,3,1,NA,4,3,1,NA,4
"1310",146003,146001,0.5,3,1,NA,4,3,2,NA,1
"1311",146003,146002,0.5,3,1,NA,4,3,2,NA,1
"1312",146902,146901,NA,3,1,NA,13,3,1,NA,19
"1313",146903,146901,0.25,3,1,NA,13,3,1,0.2155459714,19
"1314",146903,146902,0.25,3,1,NA,19,3,1,0.2155459714,19
"1315",147002,147001,0.5,3,2,-1.181744858,19,3,1,-0.111187349,19
"1316",147402,147401,0.5,3,1,-0.111187349,19,3,2,0.49858852,19
"1317",147802,147801,NA,3,1,NA,NA,3,1,NA,NA
"1318",148202,148201,0.25,2,1,0.5422792916,19,2,2,2.1789218981,19
"1319",148203,148201,0.25,2,1,0.5422792916,19,2,2,1.1707218712,19
"1320",148203,148202,0.5,2,2,2.1789218981,19,2,2,1.1707218712,19
"1321",148902,148901,0.25,2,1,NA,19,2,1,0.5422792916,19
"1322",148903,148901,0.25,2,1,NA,19,2,1,0.2155459714,19
"1323",148903,148902,0.25,2,1,0.5422792916,19,2,1,0.2155459714,19
"1324",148904,148901,0.25,2,1,NA,19,2,2,NA,18
"1325",148904,148902,0.25,2,1,0.5422792916,19,2,2,NA,18
"1326",148904,148903,0.5,2,1,0.2155459714,19,2,2,NA,18
"1327",149102,149101,0.5,2,2,1.1707218712,19,2,2,1.8428552225,19
"1328",149302,149301,0.5,3,1,-0.764653989,19,3,1,0.2155459714,19
