"SubjectTag","Score","Age"
381401,115,9
381701,127,8
381901,88,10
381902,90,9
381903,91,9
381904,109,9
382101,100,10
382102,87,10
382301,90,10
382302,94,11
382401,NA,NA
382402,NA,NA
382403,NA,NA
382601,NA,NA
383201,95,8
383501,NA,NA
383601,125,10
383602,120,9
383701,100,8
383702,96,10
383703,107,8
383901,NA,NA
383902,107.5,10
383903,102,8
384201,102,11
384202,125.5,9.5
384203,108,11
384301,103.5,8
384302,120,9
384601,94,8
384602,119,7
384901,112,10
385101,88,9
385102,104,9
385301,126,9
385302,119,9
385901,82,10
386401,NA,NA
387601,105.5,6
387701,118,10
387702,122,9
387703,119,9
387901,109.5,10
387902,111,10
388901,119.5,9
388902,116,10
389301,109,5
389302,NA,NA
389901,113,10
389902,114,10
389903,118,9
389904,113,9
390601,NA,NA
390602,NA,NA
390801,116,11
390802,118,11
391301,119.5,8
391302,116,6
391401,87.5,6.5
391402,97,6
391501,135,9
391502,135,8
391503,NA,NA
391801,130,8
391802,135,6
391901,106,8
391902,106,7
391903,101,6
392101,123,9
392102,98,9
392103,113,10
392201,121,9
392301,117,9
392302,125,9
392303,122,9
392304,119.5,7
392401,125,8
392402,128,8
392701,101,13
392801,108,9
392901,102.5,11.5
392902,102,10
393101,98.5,10
393102,91,10
393103,86,9
393104,83,9
393105,89.5,6.5
393401,100.5,9.5
393501,110,7
393502,94,8
393601,110,10
393602,NA,NA
394001,NA,NA
394401,87.5,12
394402,90,9
394501,101,5
394502,NA,NA
394801,105.5,12.5
394802,86,13
394803,91,9.5
394804,86,9
395201,104,9
395202,108.5,10
395301,111.5,9
395302,100,9
395303,98,9
395304,102,9.5
396001,104,10
396201,88,10
396202,78,9
396203,80,9
396204,98.5,9
396401,112,9
396402,116.5,8
396901,97,10
396902,114,6
397001,101,9
397002,101,10
397003,100.5,9
397201,116,9
397202,122,10
397203,121,10
397501,82,7
397502,87,6
397503,105,13
397504,110,11
397701,94,9
397702,NA,NA
397801,99.5,9
398201,100.5,10
398202,99.5,10
398203,104,11
398204,92.5,10.5
398301,NA,NA
398302,NA,NA
398601,102.5,8
398602,112,9
398801,106.5,10
398802,88,10
399101,94.5,10
399102,NA,NA
399201,95,12
399301,85,8
399302,102,7
399303,86,11
399501,115,8
399502,112,9
399503,102,9
399601,93,7
399602,107.5,9
399801,104,10
400101,118,9
400102,131,9
400201,103,10
400202,114,9.5
400301,NA,NA
400302,NA,NA
400501,93,10
400502,93,10
400503,103.5,8
400701,93,9
400702,106,9
401201,92,8
401202,109.5,7
401501,91,9
401502,90,9
401503,84,9
401601,95.5,13
401602,95.5,11
401901,118,7
401902,120,9
402101,93,9
402301,120,8
402302,102.5,6
402401,NA,NA
402402,107.5,12
402403,86.5,10
402601,89.5,8
402602,96,6
402603,NA,NA
402801,NA,NA
402802,NA,NA
402803,104,7
403301,125.5,9
403302,117,8
403501,96,9
403502,103.5,9
403701,102,9
403801,102,8
403802,88.5,6
404001,NA,NA
404002,NA,NA
404101,86.5,10
404102,104,10
404103,108.5,9
404501,100,10
404502,98,9
404503,106.5,9.5
404901,104,11
404902,100,10
404903,107,10
404904,109,10
405001,108,10
405002,116,9
405003,101.5,7.5
405101,123,8
405102,114,11
405103,127.5,10
405701,110,9
405702,115.5,8
405703,117,7
406001,115,8
406002,125,6
406501,NA,NA
406502,NA,NA
406503,106,9
406601,100,10
406602,114,9
407101,119.5,6
407401,NA,NA
407402,NA,NA
407403,NA,NA
407701,110,9
407702,89,9
407703,106.5,9
407801,84.5,8.5
407901,112,6
407902,87,10
408001,NA,NA
408002,NA,NA
408301,NA,NA
408401,118.5,8
408402,106.5,9
408403,99,8
408501,99,10
408901,101,10
408902,105.5,10
408903,118.5,9
409201,117.5,7
409401,131,10
409402,110.5,6
409501,128,10
409502,103.5,9
409503,97,8
409901,98,9
410301,115,6
410302,110.5,13
410501,101,14
410502,84,12
410801,99,8
410802,NA,NA
410901,120,10
410902,108.5,7.5
411001,101,8
411002,100,8
411201,98.5,7
411202,86,5
411203,NA,NA
411501,NA,NA
411502,81,6
412001,114.5,12
412002,107,10
412101,NA,NA
412102,89.5,11
412103,96,11
412301,84,8
412302,100,9
412303,92,9
413201,106,10
413202,89,10
413203,94,10
413204,81,10
413301,110,10
413302,116,9
413303,97,9
413601,86,12
413602,96,9
413603,96,9
414201,97.5,7.5
414501,109,10
414801,102,10
414802,100,10
414803,101,6
414901,110,12
414902,108,10
415001,100,8
415101,91.5,12
415102,106,10
415301,110,10
415302,107,9
415303,NA,NA
415401,NA,NA
415402,NA,NA
415403,108,7
415701,96,8
415702,108,6
415703,NA,NA
416201,99,7
416202,NA,NA
416301,111,10
416701,91,10
416702,93.5,9
416901,93,7
417001,115,9
417002,111,9
417003,100,9
417501,NA,NA
417502,NA,NA
417601,NA,NA
417602,NA,NA
417701,99,9
417801,NA,NA
417802,100,10
417803,96,8
417901,99,12
417902,111,10
417903,112,9
418001,107,10
418002,103.5,9
418003,107,8
418004,94.5,10
418201,99.5,10
418202,102,9
418401,101.5,9
418402,103,11
418403,99.5,11.5
418404,95,9
418501,95,10
418502,112.5,9
418601,104,9
418602,110,9
418701,100,10
418702,96,10
419001,NA,NA
419002,NA,NA
419201,115,9
419202,110.5,8
419401,96,9
419402,96.5,9
419403,98,9
419501,NA,NA
419502,105.5,10.5
419503,96.5,9.5
419701,80,10
419702,84,8
419703,70.5,9.5
419801,93,9
419901,99,12
419902,112,9
419903,104,7
419904,88,7
419905,98.5,8
420001,96.5,9
420002,120,10
420301,82,9
420302,82,10
420303,96,9
420304,100,7
420305,91,6
420601,95,9
420602,103,10
420801,112,9
421001,109,9
421002,105,9
421201,90,9
421202,97,10
421203,88,9
421204,100,9
421205,96,7
421401,112,10
421402,98,10
421501,81,9
421801,NA,NA
421802,88,10
421901,102.5,10
422001,116,8
422002,110,9
422003,107,9
422301,98,8
422302,119,7
422401,112,9.5
422402,121,9
422701,106.5,9
422702,111.5,8
422801,135,10
423101,114,11
423102,103,9
423103,95.5,9
423104,85.5,8.5
423201,116,10
423202,NA,NA
423203,112,9
423204,100,9
423601,115,9
423602,106,9
424601,109,11
424602,105,9
424603,101,9
424901,115.5,10
424902,101,9
425001,NA,NA
425002,NA,NA
425201,103,9
425202,90.5,9
425401,112.5,9
425402,116,10
425403,114,10
425601,104,10
425602,107,10
426201,106,13
426202,96.5,11
426203,116,9
426204,104,9
426501,NA,NA
426801,115.5,11
427001,97,13
427002,83.5,9
427003,93.5,9
427201,114,14
427202,106,9
427401,92,9
427402,104,9.5
427403,109,10
427501,99,10
427502,85,9.5
427701,112,12
427702,92,11
427703,99,11
428001,108.5,10
428002,118,10
428101,98,10
428201,93,8
428202,97,9
428203,89,10
428301,90,8
428302,100.5,8
428303,98,6
428304,NA,NA
428401,NA,NA
428402,NA,NA
428601,NA,NA
428602,NA,NA
428603,NA,NA
429001,111,9
429002,91,10
429101,116,8
429201,117,9
429401,111,8
429402,113,11
429501,116,8
429502,93,10
429503,109,10
429601,104,10
429602,97,10
430001,135,10
430401,102,9
430501,97,10
430502,112,8
430601,107,10
430602,NA,NA
430801,97,9
431001,100,10
431002,102,8
431003,105,8
431901,83,8
432001,114,7
432301,80,9
432302,95,9
432303,88,9
432304,112,9
432501,100,10.5
432502,95,8
432601,108,9
432602,100,10
433701,104,9
433702,103,7
433901,125,9
433902,122,8
434101,100,9
434501,115.5,11
434601,88.5,9
434602,107,10
434603,111,10
435201,113,9
435202,117,8
435401,107.5,6
435402,118,5
435403,98,13
436601,104,9
436602,103,9
436701,112,9
436702,108.5,8
436703,106.5,8
436801,102.5,10.5
436802,101,10
437101,105,9
437102,98,9
437201,116.5,9
437301,97,9
437501,102,11.5
437601,107,10
437602,116,9
437801,117.5,10
437802,101,10
437803,126,10
437804,123,9
437901,125,10
437902,100.5,11
438101,NA,NA
438102,NA,NA
438301,89.5,10
438302,91,9
438601,84.5,7.5
438602,100,9
438603,96.5,9
439101,107.5,10
439102,101,10
439103,NA,NA
439104,102.5,8
439105,111,10.5
439201,NA,NA
439601,103,10
439602,98,9
440001,NA,NA
440002,NA,NA
440401,100.5,10
440402,99,10.5
441101,90,5
441102,NA,NA
441601,78.5,12.5
441602,88,12
441603,94,9
441604,94.5,10
441605,90,10
441606,86,10
441701,97,7
441702,72,5
441703,97.5,10
441704,104,7
442301,122.5,8
442401,112,10
442801,127,9
442802,128,10
442803,124,9
443401,NA,NA
443402,NA,NA
443701,109,9
443702,115,8
443801,91,8
443802,106,7
443901,126,9
443902,114.5,10
444001,NA,NA
444101,NA,NA
444102,NA,NA
444501,97,8.5
444502,109,8
444503,100.5,11
444701,97,10
444702,107,9
444703,101,10
445001,111,13
445002,93.5,7.5
445101,NA,NA
445102,NA,NA
445501,102,9
445601,106,9
445602,101,6
445701,NA,NA
445702,NA,NA
445801,115,8
446301,94,15
446302,NA,NA
446303,96,6
446401,101,10
446501,116,11
446502,123.5,9
446503,93,5
446901,90,10
447301,100,9
447302,90,9
447303,100,9
447304,110,7.5
447401,98,10
447402,97,9
447501,NA,NA
447502,NA,NA
447503,NA,NA
447601,97,11
447801,97,8
447901,109,9
447902,123,9
448101,117,11
448102,108,8
448103,113.5,9
448201,115,7
448301,87,14
448302,89.5,13
448303,65,11.5
448304,94.5,10
448305,87,10
448306,84,11
448307,89,10
448501,105,9.5
448502,109.5,10
448701,108,9
448702,107,9
448801,NA,NA
448802,NA,NA
448803,NA,NA
449001,87,10
449002,85,10
449003,85.5,8
449401,115,8
449402,120,8.5
449501,116,10
449502,106,9
449601,107.5,10
449602,114,8
449901,NA,NA
449902,99,10
449903,103,9
449904,95,10
450501,98,10
450502,NA,NA
450503,107,6
450504,NA,NA
450505,NA,NA
450601,108,9
450602,97,10
452201,65,14
452202,NA,NA
452301,103,10
452302,108,7
452501,96.5,9
452601,113,9
452602,125,7
452801,111,9
453301,111,8
453302,117,7
453401,102,9
453402,96,9
453601,113,9
453602,100,9
453603,90,9
453604,99.5,9
453605,103,9
453701,84,12
453702,88,9
453703,92,9
453704,83,10
453705,102,10
453801,106,11
453802,94,10
453901,114,9
453902,113,9
453903,122,8
454101,93.5,10
454102,108.5,9
454301,92,10
454302,92,10
454401,114,5
454402,NA,NA
454403,NA,NA
454404,NA,NA
454601,102,9
455101,103,10
455102,102,9
455103,111,9
455301,103.5,8.5
455302,110,10
455303,96,8
455304,108,6
455401,NA,NA
455701,84,9
455702,69,9
455703,90,10
456101,104,9
456102,102,8
456401,121,7
456402,117,10
456501,NA,NA
456502,NA,NA
457001,107.5,10
457002,114,10
457003,110,9
457101,102,9
457102,116,9
457801,112,9
457802,65,9
458001,97,9
458101,115.5,12
458102,91,10
458201,77,12
458202,99,10
458401,107,9
458402,106,10
458403,NA,NA
458501,108,8
458801,NA,NA
458901,88,9
458902,84,10
459001,100,9
459002,80.5,9
459201,120,8
459202,115,10
459301,105.5,9
459401,91,9
459402,98,10
459801,NA,NA
460001,109,9
460002,110.5,8
460201,101,9
460202,109,10
461301,110,7
461302,116,5
461401,112,9
461402,97,7.5
461801,NA,NA
461802,112,10.5
462201,NA,NA
462202,100,9
462501,116,9
462502,114,10
463101,92,9
463102,93,9
463103,106.5,7.5
463104,105,5
463201,126,9
463202,104,9
463701,94,9
463702,109,9
463703,100,9
463801,101,9
463802,82,10
463803,91.5,10.5
463804,82.5,9.5
464101,94.5,10
464102,89,9
464103,106.5,9
464501,98,9
464502,121,9
465001,107,8.5
465002,111,7
465101,98.5,8
465102,98,8
465301,110,14
465701,98,11
465702,110,11
465703,102,7
465801,NA,NA
465802,NA,NA
465901,NA,NA
466001,NA,NA
466002,NA,NA
466201,123,8
466202,122,7
466203,NA,NA
466301,108,9
466401,NA,NA
466402,NA,NA
466501,113,9
467001,98,9
467002,119.5,10
467003,111.5,9
467201,106.5,10
467401,NA,NA
467501,115.5,8
467901,NA,NA
467902,NA,NA
468201,118,5
468202,NA,NA
468301,120,9
468302,90,8
468303,113,8
468401,108,9
468402,106.5,9
468901,114,13
468902,135,10
469001,123,9
469002,121,9
469003,119,8
469004,108,9
469101,NA,NA
469102,NA,NA
469201,110,9
469202,114,8
469203,72,6
469401,NA,NA
469402,NA,NA
469601,116,10
470001,116,9
470002,116,9
470301,116,10
470302,111.5,8
470501,123,8
470502,115,6
470601,125,9
470602,112,7
470603,NA,NA
470801,NA,NA
471101,108,12
471102,92,10
471103,96,9
471301,94.5,6
471302,NA,NA
471401,108,10
471402,117,9
471403,107,9
471701,106,9
471702,111,10
472301,121,10
472302,110,10
472303,116,9
472401,88,13
472402,87,11
472601,107,12
472602,89,9
472603,85,9
472604,98,7
472701,82,8
472702,89,5
472801,125,8
472802,99,6.5
472803,88,5
472804,NA,NA
473001,105,7
473002,98.5,6
473003,NA,NA
473301,100,10
473302,78,10
473303,98,9
473401,104,10
473402,88,8
473403,93.5,8
473404,101,6
473501,98,10
473502,74,10
473503,108,10
474101,91,12
474102,102,7
474103,94,6.5
474401,74,5
474402,NA,NA
474403,109,12
474501,108,11
474502,106,8
474503,90.5,6
474601,109,8
474602,104.5,9.5
474603,113,10
474604,104,10
474901,112,8
474902,NA,NA
475301,119,9
475302,114,10
475401,133,8
475701,113.5,6
475702,98,6
475703,97,5
475704,NA,NA
475705,NA,NA
475706,NA,NA
476301,98,13
476302,99,12
476601,114,10
476801,NA,NA
476802,NA,NA
476803,123,13
476804,103,12
476901,118,7
476902,NA,NA
476903,NA,NA
476904,NA,NA
477201,97.5,10
477401,98,9
477402,98,10
477701,NA,NA
477702,115.5,10
478001,101,11
478002,97,10
478301,87,9
478302,81,9
478401,103.5,9
478402,97,9
478403,103.5,9
478501,104,10
478502,103,9
478701,97,7
478702,107,6
479001,104.5,6
479002,110,5
479003,NA,NA
479004,NA,NA
479201,NA,NA
479601,96,10
479602,108.5,9
479701,NA,NA
479702,NA,NA
479801,111,8
480101,NA,NA
480102,102,11
480103,110,10
480201,118.5,10
480202,118,9
480301,77,10
480302,100,9
480401,118,10
480402,98,9
480901,94,10
481001,NA,NA
481002,107,9
481003,107.5,8
481501,104,10
481502,112,8
481701,NA,NA
481702,NA,NA
481703,NA,NA
481704,NA,NA
481901,121.5,9
481902,127,9
482001,126,9
482002,121,8
482101,121,10
482102,103,9
482601,117.5,9
482602,113.5,9.5
483301,115,5
483701,109.5,10
483702,118,10
483801,97,9
483802,82.5,8
483901,98,9
483902,102,8
484201,93,10
484202,93,9
484203,99,9
484204,98,9
484801,114.5,9
484802,101,10
484901,93,8
484902,86,9
485201,109,9
485202,125,5
485203,NA,NA
486301,NA,NA
486302,108,12
486303,117,11
486401,112.5,9
486501,79,9
486502,96,8
486701,104.5,10
486901,111.5,9.5
486902,101,7
487001,104,9
487002,110.5,8
487101,104,9
487102,109,9
487103,108,8
487104,114,8
487301,122,8
487302,109,8
487303,122,6.5
487401,111,9
487402,111,9
487601,127.5,11
487602,111.5,9.5
487801,114,5
488001,123,9
488002,111,9
488201,116,9
488202,114,8
488501,131,9
488502,115,8
488503,120,7.5
488504,103.5,6
488505,NA,NA
488601,NA,NA
488701,NA,NA
488702,NA,NA
488703,NA,NA
489301,92.5,11
489302,100,12
489303,104.5,11
489901,104,8
489902,102,10
490601,NA,NA
490602,NA,NA
490901,107,7
490902,NA,NA
491001,97.5,8.5
491002,109.5,10
491601,NA,NA
491602,NA,NA
491603,NA,NA
491901,107.5,8.5
491902,100.5,10
491903,96,11
492001,110.5,10
492002,121,10
492003,103,10
492201,114,9
492202,103,8
492501,117,9
492502,112,9
492503,103,8
492701,118.5,9
492702,118,10
492703,99,8.5
492801,102,6
492802,NA,NA
492901,113,6
493001,104,9
493002,98,10
493003,93,8
493101,100,11
493301,112,8
493302,107,7
493401,95,9
493402,106,8
493801,103,10
493802,112,9
494301,78.5,6
494701,65,10
494702,81,9
494703,74,8
494704,88.5,7
494801,104,7
494802,NA,NA
495001,105.5,14
495002,101.5,12
495003,98,9.5
495004,95,8
495101,97,6.5
495102,NA,NA
495201,111,10
495202,103,9
495301,106,9
495302,113,10
495303,88,5
495304,116,10
495401,105.5,8
495402,104.5,10
495403,110,9
495404,105,8
495501,115,10
495502,107,9
495601,109,9
495602,102,10
495603,93,10
495701,98,6
495702,99.5,8
495801,125.5,10
495901,109.5,6
495902,NA,NA
496201,105,8
496202,103.5,10
496203,98,11
497101,104,9
497201,103,10
497202,104,9
497203,122,10
497301,NA,NA
497302,97,10
497303,102,9
497304,108,10
497305,110,9
497401,109,11
497402,104.5,9
497403,105.5,9
497404,102,10
497601,119,9
497602,120,8
497801,NA,NA
497802,100,12
498101,108,9
498102,102,9
498103,97,7
498401,111,7.5
498402,103,6
498701,113,9
498801,NA,NA
498901,122,12
498902,119,8
499001,108,10
499002,111,8
499003,105,8
499101,121.5,9
499102,97.5,6
499103,NA,NA
499201,NA,NA
499202,115,12
499301,113,9
499302,92,8
499401,NA,NA
499501,105,8
499502,106,6
499701,98,9
499702,102.5,8
499703,93,9
499901,102.5,10
499902,112,9
499903,109,9
500101,113.5,9
500102,125.5,8
500103,115,7
500201,110,10
500202,110.5,9
500203,131,8
500801,NA,NA
500901,NA,NA
501401,98,12
501402,107,10
501501,111,10
501502,107,10
501601,112,10
501901,118,9
501902,135,11
502301,107.5,6.5
502302,NA,NA
502601,108,11
502602,130,11
502801,111,10
502802,110,9
503201,116,9
503501,109.5,9
503502,102,10
503701,94,10
504101,120,9
504102,112,9
504401,102,11
504501,96.5,9
504502,98.5,11
504503,99,10
504701,93,6
504702,NA,NA
504703,NA,NA
504901,110,9
504902,101,10
504903,105,9
505001,105,6
505002,NA,NA
505201,NA,NA
505202,NA,NA
505701,NA,NA
505702,NA,NA
505901,98.5,9.5
505902,92,10
506101,92,11
506102,104.5,8
506103,95,8
506104,101,6.5
506301,101,9
506302,103.5,9
506303,107,9
506401,99,12
506402,97,9
506403,98,10
506404,97,9
506501,NA,NA
506502,NA,NA
506601,95.5,9
506602,101.5,8
506901,103,10.5
506902,109,9
507101,76.5,14
507102,79.5,11.5
507401,90,9
508101,NA,NA
508102,NA,NA
508103,NA,NA
508401,88,9
508501,87,10
508502,95,10
508801,101.5,10
508802,112,10
508901,85,9
508902,94,9
508903,109,5
509001,101,9
509002,NA,NA
509101,110,9
509102,116,9
509601,121,9
509602,109,9
509603,111,9
509801,100,8
509802,100,8
509803,69,5
509901,111,9
509902,108,9
510001,113.5,11
510002,110,10
510301,104,9
510302,101.5,9
510401,106.5,8
510402,92.5,8
510403,103,6
510501,82,13
510502,94,10
510503,102,8
510701,100,9
510702,105,9
510703,106,8
510801,106,10
510802,113,9
511001,103,8
511101,116,7
511102,86,5
511301,86,5
511302,NA,NA
511401,104,9
511402,116,6
511403,NA,NA
511404,NA,NA
511501,94,8
511502,90,9
511503,108,9
511701,97,10
511702,83.5,9
511703,100,8.5
511901,105,10
512001,NA,NA
512002,NA,NA
512101,100,13
512102,95,10.5
512103,95,9
512301,90,10
512302,94,10
512501,123,10
512502,125,10
512503,115,10
512504,128,9
512701,116,9
513101,106.5,10
513102,103,10
513401,106.5,9
513402,118,9
513403,104,7
513404,87,9
513405,84,8
513501,98,11
513502,87,6
513503,97.5,9
513504,101,10
513801,NA,NA
514201,105,6
514202,NA,NA
514301,101,10
514302,110,9
514303,95,6.5
514801,100,7.5
514802,111,7
515101,116,10
515102,115,9
515201,107,10
515202,105,10
515203,105,9
515301,103,10
515401,NA,NA
515701,88,8
515702,113.5,6
516201,118,9
516202,96,10
516301,119,7
516302,108,8
516401,101.5,8
516402,102,7
516403,96,5
517101,80,5
517601,118.5,9
517602,123,7
517901,115,9
518001,113,9
518002,112,9
518003,119,8
518901,102,8
518902,94,9
519101,69.5,8
519102,81,8
519301,107.5,6.5
519501,98,10
519502,100,8
519503,96,10
519504,109,10
519801,98.5,9
519802,107,9
519803,113,9
519901,104,9
519902,112.5,9
520001,110,6
520002,NA,NA
520101,NA,NA
520801,113,7
520802,103,11
520803,123,11
520901,97,9
520902,94,9
521201,117.5,9
521202,116,9
521401,115,9
521402,114,9
521601,91,8
521602,90,9
521603,83,10
521604,84.5,7
521901,107,11
521902,105,10
521903,99,10
522401,89,10
522402,93.5,9
522403,99,9
522501,109,5
523101,97,9
523102,93,9
523201,101,10
523202,104,8
523203,93,9
523301,97,6.5
523302,NA,NA
523601,128,10.5
523602,122,9
524001,NA,NA
524002,NA,NA
524601,103.5,8
524701,103,10
524702,112,9
525501,98.5,12
525601,82,12
525602,90,9
525801,114,10
525802,120.5,6
525901,101,9
526101,97,10
526102,101,10
526401,114,9
526402,102.5,9
526501,103,10
526801,109.5,11
527101,103,11
527102,97.5,10
527103,104,9
527201,97,10
527202,98,9
527203,97,9
527204,99,10
527301,101,7
527302,116,5
527303,NA,NA
527601,84,6
527701,104,9
527702,110.5,10
528001,98,10
528002,82,10
528003,104,9
528301,NA,NA
528302,101,11
528303,98,9
528304,99,10
528501,97,10
528502,98,10
528601,101,10
528602,77,9
528603,97,10
528604,110,6
528801,101,9
528802,105,9
528901,100,10
528902,108,10
529001,117.5,11
529002,131,6
529401,105,13
529402,96.5,11
529501,102,9
529502,92,8
529503,110.5,9
529801,101,9
529802,105,9
529803,82,10
529804,101,9
529901,122,9
529902,107,9
529903,103,10
529904,65,10
529905,127,9
530101,107,9
530102,118,9
530501,97,12
530502,94,10
530801,83,9
530802,93,9
530901,NA,NA
530902,NA,NA
530903,NA,NA
531001,109,10
531002,120.5,10
531101,98.5,12.5
531102,105.5,7
531103,84,6
531401,111,9.5
531402,113.5,9.5
531403,104,9
531404,105.5,8
531501,101.5,9
531502,98,8
531503,108,8
531701,109.5,9
531702,114.5,9
531703,106.5,9
531704,96,8
532501,101,10
532502,69,9
532503,90,9
532601,108,9.5
532602,116,9
532701,109.5,8
532702,114,10
532703,116,9
532801,96,9
532802,91,9
532803,88,10
533001,115,9
533002,97,9
533003,118.5,9
533201,92,9
533202,98,9
533203,93,10
533204,116,10
533205,95,9
533301,91,10
533302,90,10
533303,106,9
533801,91,9
533802,91.5,8
533803,80,7
533901,88.5,12.5
533902,98.5,9.5
534101,116.5,9
534102,65,14
534103,128,8
534901,105,9
534902,102,10
534903,114,9
535301,115,9
535302,93,6
535501,113,6
536001,NA,NA
536002,112,10
536003,100,10
536901,108,10
536902,110,9
537001,88,9
537002,106,9
537201,116,10
537202,101,9
537301,112,9
537302,107.5,9
537303,122,10
537304,131.5,9
537401,110,9
537402,105,9
537403,110,5
537601,98,9
537602,107,10
537801,105,9
537802,100,9
538001,NA,NA
538002,NA,NA
538101,116,9
538102,105,10
538501,105,6
538502,112,12
538503,108.5,10
538504,100,7
538701,95,9
538702,92,9
538703,104.5,9
538704,110,8
538705,104,7
538801,114,11
538802,100,9
538803,97,5
538901,116,10
538902,122,9
539101,105,11
539102,106.5,9.5
539103,103,8
539104,91,7
539301,106,5
539701,107,9
539702,90,10
539703,105.5,9
540601,110,11.5
540602,98,10
540603,107,9
540604,97,10
540605,111,10
540801,114.5,9
540802,98,9
540901,99.5,10
540902,96,9
540903,104,9.5
542101,111.5,10
542102,116,9
542103,107.5,9
542104,119,9.5
542201,105.5,11.5
542202,109.5,10.5
542401,108,9
542402,105,9
542501,NA,NA
542502,NA,NA
542701,91,10
542702,98,9
542703,95.5,9.5
542801,106,10
542802,121,8
543401,86,7
543402,101,5
543403,NA,NA
543404,NA,NA
543405,NA,NA
543601,97,10
543602,83,9
543603,95,9
544201,112,9
544202,108,12
544501,105,8
544502,108,7
545201,100,12
545202,94.5,8
545203,91,7
545301,103,8
545401,87,10
545402,95,9
545501,98,10
545801,118,11
545901,NA,NA
545902,NA,NA
546001,100.5,9.5
546201,96,9
546202,104.5,10
546203,92.5,9
546401,101.5,9.5
546501,90,10
546502,107.5,9
546503,65,9
546504,100,10
546505,78,10
546506,74.5,10
546601,102,10
546602,107.5,8.5
546701,84,8
546702,82,9
546703,86,10
546704,88,9
546705,71.5,9.5
546706,65,9
546901,100,8
546902,90,11
547201,102,8
547301,98,12
547302,99.5,10
547401,103,9
547402,109,6
547601,84,9
547602,NA,NA
547701,108.5,9
547702,109,9
547801,114,8
547802,NA,NA
548001,72,10
548002,95,9
548301,106.5,9
548302,104,9
548501,99,10
548601,105,8
548701,119,10
548801,103,13
548802,106.5,10
548803,98,7
549201,90,10
549202,100,9
549203,NA,NA
549801,102,10
549802,88,9
550201,111,9
550801,92,10
550802,109,7
550901,92,9
550902,95.5,10
551101,113.5,9
551102,98,9
551501,89,9
551801,84,10
551802,89,10
552201,104,9
552202,108,9
552203,107.5,8
552301,114.5,12
552302,107,9
552303,101.5,6.5
552304,103,6
552401,NA,NA
552402,107,9
552403,80,8
552601,109,8
552602,115.5,9
552801,97,10
552802,111,8
553001,95,8
553002,99.5,7
553301,NA,NA
553601,95,10
553701,92,9
553702,98,9
554401,97,10
554402,88,10
554601,113,9
554602,112,7
554701,89,12.5
554702,87,12
554703,100,11.5
554704,NA,NA
554705,91,9
554801,96.5,8
554802,97,9
555001,79.5,9
555002,94.5,9
555101,102,9
555301,117.5,9
555501,105,12
555502,111,9
555701,104.5,14
555702,100,12
555901,NA,NA
556001,111,11
556002,98.5,9.5
556003,89,10
556101,90,9
556301,102,13
556501,117,9
556502,109,8
556601,94.5,9
556801,97,9
557101,110,5
557102,NA,NA
557401,104,10
557601,104,7
557701,98.5,9
557702,86,10
557801,NA,NA
558101,98.5,7
558102,99,9
558201,89.5,7.5
558202,NA,NA
558301,86,10
558302,93,8
558901,NA,NA
558902,NA,NA
558903,112,10
558904,109,9
559301,82,11
559302,94.5,9
559303,122,8
559501,104,9
559502,119,9
559503,84.5,9.5
559601,117,9.5
559602,119,9
560001,90,10
560501,97.5,8
560502,96,8
560503,95,12
560601,105,10
560602,102,9
560901,106,10
560902,91,9
561201,91.5,11
561202,100.5,9
561203,104,10
561204,114,10
561401,105,11
561402,105,10
561403,100,9
561501,65,13
561502,96,11
561901,96,8
561902,99.5,9
562001,NA,NA
562002,NA,NA
562401,112.5,10
562402,103,8
562601,118,9
562701,100,10
562702,90,9
562703,105,9
563101,93.5,10.5
563102,97,10
563103,96,9
563104,104,10
563401,75,9
564001,87,11
564002,87,10
564003,100,7
564601,92,10
564701,103,10
564702,105,10
564703,113.5,9
564801,105.5,9
564802,104,8
564803,105,8
564804,115.5,9
565201,96,9
565202,100,10
565401,135,9
565402,117.5,10
565601,122,9
565602,94,7
565701,107,9
565901,NA,NA
565902,NA,NA
566101,90,5
566901,128,10
567002,116.5,8
567301,94,7
567302,98,6
567303,NA,NA
567401,93,9
567402,105,6
567501,135,9
568101,NA,NA
568102,NA,NA
568103,NA,NA
568104,85.5,7.5
568105,85,6
568201,78,7
568202,NA,NA
568203,NA,NA
568204,NA,NA
568401,NA,NA
568402,NA,NA
568501,NA,NA
568502,85.5,11
568503,79,11
568601,104,9
568602,118,9
568603,106.5,9
568701,98,10
568702,95,9
568703,74.5,9
568901,NA,NA
568902,NA,NA
569001,109,9
569501,114,10
569502,121.5,8
569503,103,9
570101,135,9
570201,122,11
570501,95,9
570502,109,10
570601,94,10
570701,99,10
570702,99,9
570703,93,9
570801,109.5,9
570802,100,9
570803,118.5,10
570901,77,6
571201,75,9
571202,99,10
571301,89,10
571302,100.5,9.5
571303,108,9
571304,97,9
571501,87,9
571502,89.5,7
571503,NA,NA
571601,NA,NA
571602,NA,NA
571701,93.5,9
571702,120,6
571801,109,9
571802,109,8
572001,102,13
572002,110,10
572401,89,11
572402,90.5,9
572801,111,8
572802,102,9
572803,109,9
572901,99.5,9.5
572902,104,9
572903,101,9
572904,109,8
573201,107,6
573202,123,5
573401,NA,NA
573701,NA,NA
574001,93.5,12
574002,100,9
574003,89.5,9
574004,98,9
574005,104,10
574101,109,8
574102,102,9
574103,106,7
574401,91.5,7
