"SubjectTag","Score","Age"
743301,92,13
743302,96,12
743303,77,9
743304,91.5,10
743501,96,10
743502,106,10
743601,100,10
743602,88,9
743701,97,9
743702,105,7
743801,98,10
743802,81.5,9
743803,74,11
743901,102,8
743902,100,7
744101,98,10
744102,74.5,10
744103,93,9
744201,92.5,14
744202,95,12
744301,103.5,8
744302,101,6
744303,104.5,7
744501,NA,NA
744502,65,10
744601,74.5,9
744602,88.5,9.5
744701,78,13
744702,92,12
744703,101.5,9
744704,91,8.5
744801,96,10
744802,83,11
744803,82,9
744804,80,9
744805,92,9
744901,88,10
744902,107,10
744903,109,8
745001,93,5
745002,NA,NA
745101,121,9
745102,109.5,9
745103,107,8
745104,107,9
745201,88.5,7.5
745301,119.5,6.5
745302,112,5
745303,NA,NA
745501,NA,NA
745502,96,9
745503,92,10
745504,78.5,9
745505,103,8
745506,72,5
745507,102,13
745801,NA,NA
745901,85,11
745902,89,10
745903,94,9
745904,103,8
746001,NA,NA
746002,NA,NA
746003,NA,NA
746004,NA,NA
746201,96,10
746202,95.5,8
746203,99,7
746401,93,13
746402,108,10
746403,91.5,9
746404,97,8
746801,69,10
746802,97,9
746803,NA,NA
747001,93,12
747002,84,9
747003,95,10
747004,109,9
747501,98,6
747502,120.5,12
747701,NA,NA
747702,100,12
747901,86,10
747902,102,9
748001,89,10
748002,89,10
748003,99,8
748101,100.5,7
748102,NA,NA
748501,102.5,11
748502,107,9
749001,NA,NA
749201,95,12
749301,101.5,9
749302,82.5,7
749303,101,7
749401,101,10
749402,89,10
749403,99.5,8
749601,102,11
749602,110,10
749603,99,10
749701,98,8
749702,104,11
749801,103,8
749802,115,9
749803,97.5,8
750001,101,8
750002,90.5,10
750101,110,14
750102,98,10
750103,79.5,10
750104,83,9
750105,100,9
750301,89,9
750302,82,10
750303,100,9
750304,94.5,9
750305,NA,NA
750401,97,10
750402,93,8
750403,74,9
750404,94,9
750405,89,9
750601,116,9
750801,94.5,7.5
750802,97.5,10.5
751001,91.5,9
751301,NA,NA
751302,107,13
751401,111.5,12
751402,100,10
751801,86,9
751802,97,9
752001,88.5,8
752002,90.5,9
752003,111,8
752401,79,9
752402,91,8
752403,75.5,8
752404,93.5,10
752501,97.5,9
752502,103,8
752701,115,7
752702,94,6.5
752901,90,5
752902,NA,NA
752903,NA,NA
753001,NA,NA
753101,93.5,9
753102,102,7
753103,NA,NA
753104,NA,NA
753201,123,7
753202,131,6
753701,NA,NA
753702,NA,NA
753801,105,5
753802,NA,NA
754301,96,11
754302,77,10
754801,78,11
754802,88.5,10
754803,89,7
754804,65,10
755101,111,9
755301,109,10
756001,86,7
756501,73,10
757101,105,8
757401,NA,NA
757402,NA,NA
757403,NA,NA
757501,77,9
757502,99,9
757801,115,9
757802,109.5,10
758001,94,9
758101,114,10
758301,79,11
758302,81,10
758303,90.5,9.5
758501,87,9
758502,84,6
758601,116,11
758602,86.5,10
758701,105.5,9
758702,78,8
759101,NA,NA
759501,NA,NA
759502,100,7
759801,110,10
759802,118,10
760001,100,7
760002,122.5,7
760101,110,11
760102,102,9
760103,126,9
760301,124.5,8
760302,105,9
760501,NA,NA
760502,NA,NA
760601,87,10
760602,100,6
760701,NA,NA
760702,NA,NA
760901,110,6
760902,NA,NA
761601,82,9
761602,80,9
761701,93,10
761702,97,8
761801,107,6.5
761802,94.5,10
761901,89,11
761902,95,6
761903,NA,NA
762201,100,12
762202,102.5,10
762203,110.5,8
762501,107,9.5
762502,104,9
762503,95.5,8
762504,110,8
762601,90,8.5
762602,88,9
763201,100.5,7.5
763601,93,12
763602,91.5,11
763603,90,10
764201,102.5,9
764501,95,10
764502,89.5,9
764503,95,9
764601,75,13
764602,88,12.5
764603,100,12
764801,85,12
764802,92,13
764803,101.5,10
764804,97,10
764901,105,14
764902,110,7
765201,86,7
765202,90,9
765501,107.5,9
765502,104,9
765503,118,9
765701,97,12
765702,101,8
766201,100,9
766202,96,8
766501,95,12.5
766502,109,7.5
766901,97,11
766902,99.5,11.5
767001,99,10
767002,92,9
767003,101,10
767101,NA,NA
767102,NA,NA
767201,86.5,9.5
767301,98,10
767302,94.5,10
767303,NA,NA
767304,101,10
767801,85,7
767802,102,5
767901,107,9
768101,98,13
768102,102,13
768103,NA,NA
768104,92,7
768201,104.5,10
768301,NA,NA
768401,113,8
768402,103.5,9
768403,95.5,11
768501,100.5,10
768502,97,10
768503,99,9
768701,114,10
768702,118,8
768801,89,10
768802,98,9
768901,108.5,10
768902,94,9
769101,101,9
769201,100.5,8
769401,89.5,8
769402,92.5,9
769403,108,9
769404,100,7
769501,102,9
769502,88.5,8
769503,100.5,9
769504,107,6
770401,94,10
770801,106,9
771001,86.5,12
771002,93,10
771301,93,5
771302,NA,NA
772201,NA,NA
773001,NA,NA
773501,NA,NA
773601,NA,NA
773901,NA,NA
774001,NA,NA
774002,NA,NA
774501,NA,NA
774601,NA,NA
774602,NA,NA
774701,NA,NA
775001,109,9
775002,115,9
775003,119,8
775101,NA,NA
775102,NA,NA
775401,105,8
775501,112,5
775502,NA,NA
776001,NA,NA
776101,NA,NA
776102,NA,NA
776501,NA,NA
776502,NA,NA
777101,NA,NA
777102,NA,NA
777201,NA,NA
777202,NA,NA
777401,82,8
777501,128,8
777701,NA,NA
777901,103.5,8
777902,98,7
777903,91,6
777904,NA,NA
777905,NA,NA
778101,110,7
778201,NA,NA
778202,NA,NA
778203,NA,NA
778801,99,8
778802,NA,NA
778901,84,12
778902,77,10
778903,98,9.5
778904,95,8
779101,90,7
779102,99,9
779401,89,12
779402,92,10
779501,77,12
779502,82,11
779503,82,10
779504,103,9
779601,86,10
779602,98.5,8
779701,101,10
779702,94.5,9
779801,86,9
779802,NA,NA
780201,65,8
780202,95.5,9
780203,100,9
780401,115,9
780402,92.5,9
780403,101,10
780404,96.5,10
780601,103,10
780602,109,8
780603,116.5,11
781001,101,9
781002,93,10
781301,NA,NA
781401,97.5,9.5
781402,87,10
781403,101,9
781501,87,10
781801,86,13
781802,88,14
781803,NA,NA
781804,NA,NA
781805,NA,NA
781901,95,9
781902,89.5,8
782001,95.5,10
782002,112,12
782101,117.5,9
782102,120,5
782103,111,6
782201,111,8
782301,103,10
782302,101,7
782501,99,9
782502,95,8
782801,109.5,9.5
782802,111.5,8
782803,86,5
782804,NA,NA
782901,95,10
782902,106,7
783001,89,10
783002,102,9
783101,76,8
783102,94,8
783103,83,8
783104,83,8
783201,107.5,9
783202,107.5,9
783203,115,7
783301,110,9
783302,89,8
783501,84,12
783502,95,10
783503,86,7
783504,95.5,7
783601,110,10
783602,97,8
783801,105,9
784101,93,9
784201,NA,NA
784401,NA,NA
784601,90.5,10
784602,97,10
784901,107,9
784902,72,10
785101,90,9
785601,107,9
785602,95,9
785603,110,9
785604,99,9
786401,96,9
786402,110,9
786403,103,9
786404,96,9
786405,NA,NA
786501,NA,NA
786502,NA,NA
786503,NA,NA
786504,NA,NA
786901,88,9.5
786902,93,10
786903,74.5,10
786904,83.5,9
786905,79,10
787501,NA,NA
787801,NA,NA
787802,NA,NA
788201,89.5,12
788202,92,10
788203,95,8
788301,97,10
788302,79.5,9
788303,82,9
788501,NA,NA
788502,NA,NA
788601,92.5,12
788602,93.5,10
788603,96,10
789001,NA,NA
789101,98,9
789102,92.5,10
789201,109,5
789202,NA,NA
789203,NA,NA
789301,89.5,7
789302,93,6
789303,NA,NA
789401,87,10
789501,NA,NA
789502,NA,NA
789503,NA,NA
789801,120,8.5
789802,111,6
790001,113,7
790101,98,6
790102,90,5
790103,NA,NA
790401,NA,NA
790402,NA,NA
790403,NA,NA
790501,NA,NA
790502,NA,NA
791001,93,8
791101,82,10.5
791102,93.5,8.5
791103,NA,NA
791201,105,7
791202,93,6
791203,86,5
791401,109.5,7.5
791402,104,7
791403,103,5
791404,NA,NA
791405,NA,NA
791406,NA,NA
791407,NA,NA
791501,110,5
791901,NA,NA
791902,NA,NA
792101,93,10
792102,105,9
792103,101,7
792201,114.5,7
792401,NA,NA
792701,99,12
792702,111,12
792703,93,9
792704,95,9
792801,110,10
792802,100,6.5
792803,110,5
793001,106.5,7
793002,90.5,9
793003,96.5,10
793101,115,10
793102,118,9
793103,NA,NA
793301,NA,NA
793302,98,14
793303,90.5,7
793801,77,10
793802,102.5,10
793803,80,10
793804,78,10
793805,78.5,9
794301,93,9
794501,93,10
794502,74,9
794503,92,10
794901,102,9
794902,103,9
795001,108,8
795101,102,11
795201,93.5,9.5
795202,NA,NA
795203,65,12
795801,95,10
795802,117,9
795803,NA,NA
795804,NA,NA
795901,111,7
795902,114,7
796701,89,12
796702,96.5,11
796703,90,9
796801,92.5,11
796802,94.5,11
796803,96,9
796804,111,9
796805,100.5,8
796901,103,6
796902,NA,NA
797101,69,9
797102,91.5,9
797103,81,8
797104,82,8
797105,77.5,8.5
797301,117,10
797302,107.5,10
797401,94,9
797402,103,9
797501,NA,NA
797502,NA,NA
797503,NA,NA
797901,95.5,9
797902,100,11
798001,107,9
798002,112,10
798003,118,9
798101,84,9
798102,106.5,10
798301,100,10
798302,103.5,9.5
798501,102,10
798502,105,9
798503,NA,NA
798801,87,7
799001,NA,NA
799002,NA,NA
799401,NA,NA
799402,94,9
799403,109.5,9
799404,103,9
799405,95.5,6
799701,119.5,10
799702,131,8
799703,109,6
799801,105,10
799802,135,9
799803,126,8
800001,112,9
800002,112,8
800003,109,10
800101,115,13
800102,97,12
800103,108,10
800104,100,9
800105,97,10
800601,98.5,9
800602,103,10
800603,104,9
800801,NA,NA
801501,NA,NA
801502,98,5
801503,NA,NA
801601,NA,NA
801602,NA,NA
801701,98,13
801702,93,9
801703,NA,NA
801704,NA,NA
801801,89.5,8.5
801802,109,5
802001,NA,NA
802002,NA,NA
802003,NA,NA
802004,NA,NA
802301,103,11
802801,107,13
802901,97,11
802902,95,9
802903,89.5,9
803001,100,10
803002,77,9
803003,NA,NA
803101,96.5,9
803102,97,10.5
803103,104,9
803104,NA,NA
803105,NA,NA
803106,NA,NA
803301,97,9
803302,106.5,9
803303,87.5,6
803401,99,9
803402,75,9
803403,85,9
803404,103.5,7
803901,88,8
803902,NA,NA
803903,NA,NA
803904,NA,NA
804201,NA,NA
804401,106,9
804402,113,9
804403,110.5,9
804501,99,9.5
804502,103,10
804701,102,9
804702,98,9
804801,106,10
804802,112,9
804901,115,9
804902,108.5,8
805101,106.5,7
805102,90,5
805103,NA,NA
805301,NA,NA
805302,NA,NA
805401,NA,NA
805402,NA,NA
805701,102,9
805702,89,8
805703,NA,NA
805704,NA,NA
805901,94.5,11
805902,85,9
805903,78,9.5
805904,107,9
805905,77.5,9
805906,95,7
805907,65,10
805908,79,10
806101,97,9
806102,102.5,8
806601,NA,NA
806602,NA,NA
806603,NA,NA
806801,95,5
806802,98,7
806803,NA,NA
807201,NA,NA
807202,NA,NA
807801,111,6
807802,NA,NA
807901,NA,NA
807902,NA,NA
808301,65,9
808302,98,7
808303,99,11.5
808304,113,11
808401,NA,NA
808601,NA,NA
809101,91,10
809102,86,9
809103,84,10
809104,78,9
809105,80,7
809301,92.5,8
809302,NA,NA
809901,NA,NA
809902,NA,NA
810201,95,14
810202,98,12
810301,75,12
810302,95,12
810303,102,8
810501,100,7
810502,NA,NA
810503,NA,NA
810901,88,9
810902,86,10
810903,75,10
811001,94,10
811002,85,9
811101,87,9
811301,101,9
811302,83,9
811303,106,9
811401,NA,NA
811402,95.5,9
811403,82,8
811404,NA,NA
811901,NA,NA
812001,102.5,9
812101,131,13
812301,85,10
812501,86,11
812502,87,11
812503,86,10
812504,103.5,8
812701,98,13
812702,120,8.5
812901,NA,NA
812902,NA,NA
813301,NA,NA
813701,NA,NA
814001,109,8.5
814002,107,7
814003,108,12
814004,116,11
814005,99,9
814101,101,8
814102,109.5,9
814301,95.5,10
814302,110.5,8
814303,102.5,11
814401,91,6
814402,88,12
814403,94,9
814801,103,10
814802,110,9
814901,115.5,7
815001,106,7
815101,NA,NA
815102,NA,NA
815201,101,9
815202,107,9
815301,115,8
815302,NA,NA
816001,94,9
816101,103.5,10
816102,104,6
816901,97.5,9
816902,95,9
817201,99.5,9.5
817202,114,8.5
817203,108,6
817204,NA,NA
817401,103,12
817402,95.5,10
817403,99,9
817404,99,9
817405,94,10
817406,100,10
817407,101,6
817501,91,10
817502,96,9
817601,92,9
817801,95,8
817802,106,11
818001,91,9
818002,105,8
818003,97,7
818004,NA,NA
818101,90.5,8
818102,104,9
818401,81,9
818402,72,10
818901,NA,NA
818902,NA,NA
819301,122,10
819302,93,10
819303,113.5,9
819401,99,13
819402,NA,NA
819403,105,9
819501,98,10
819502,111.5,9
819503,98,6
819601,NA,NA
819801,NA,NA
819802,NA,NA
819803,77,14
819804,65,12
819805,78,10
820201,NA,NA
820202,NA,NA
820203,NA,NA
820204,NA,NA
820801,NA,NA
821001,83,11
821002,95,10
821003,87,8
821004,NA,NA
821005,93,10
821201,98,10
821202,110,9
821301,107,9
821302,120.5,7
821501,NA,NA
821701,106,11
821702,100,11
822201,107,6
822601,120,9.5
822602,116,9
822603,126,9
822701,120.5,6
823501,105,9
823502,101.5,8
823503,93,10
823504,104.5,10
823701,120,9
823702,118,8
823703,123,6
824301,118.5,13
824302,108.5,9
825401,95,12
825701,90,10
825702,86,9
825703,84,9
825901,100,12
825902,86,8
825903,94.5,9.5
826001,100,10
826002,104,9
826003,78,10
826004,72,9
826101,89.5,11
826102,82,9
826103,82,10
826104,93,10
826105,98,8
826106,95,8
826107,87,10
826201,122,10
826202,110,9
826203,105,9
826401,100,11
826402,96,10
826403,83,10
826404,100,9
826501,97.5,9
826502,85.5,8
826503,102,10
826504,73.5,11
826505,102,10
826901,81,10
826902,81,9
826903,78,9
826904,77,8
826905,86,7
826906,105,5.5
827101,108,10
827301,78,11
827302,92,10
827303,111,9.5
827304,106,9
827305,120,9
827601,90.5,11
827602,93.5,10
827901,91,9
827902,92.5,8.5
828301,77.5,11
828302,105,10
828303,84.5,7
828401,NA,NA
828402,NA,NA
828403,NA,NA
828404,NA,NA
828405,NA,NA
828406,NA,NA
828407,NA,NA
828408,NA,NA
828601,95,14
828602,109,11
828603,109,10
828604,100,8
828701,95,12.5
828702,107,12
828703,99.5,9
828901,89,11
828902,86,9.5
828903,95,10
828904,76.5,9
828905,75,9
828906,93.5,6
829401,88,9
829402,94,9
829403,102,9
829601,87,10
829602,91,9
829603,103,9
829604,65,10
829605,NA,NA
829606,NA,NA
829801,101,11
829802,97,8
829803,85,10
829804,94,11
830501,98,11
830502,88,11
830503,88,9
830504,88.5,9.5
830505,86,10
830506,88,10
830507,89,10
830508,98,9
830509,95,8
830801,NA,NA
830802,NA,NA
830803,NA,NA
830901,88,11
830902,80,10
830903,94,11
830904,75,8.5
830905,103,11
830906,104.5,8
830907,102,7
830908,109,6
831001,NA,NA
831101,118,6
831102,NA,NA
831103,NA,NA
831104,NA,NA
831201,99,13.5
831202,118,11
831203,97.5,8.5
831301,102,10
831501,82,9
831701,93,10
831702,98,10
831901,94,9
831902,106,9
832401,98,10
832402,96,6
832403,NA,NA
832501,81,5
832502,NA,NA
832503,NA,NA
832901,102.5,9
832902,102,9
832903,98,8
833001,98,10
833002,107,10
833201,NA,NA
833202,NA,NA
833203,NA,NA
833401,84,10
833402,84,8
833501,NA,NA
833502,NA,NA
833601,104.5,8
833602,88,7
833603,102,5
833701,116,9
833702,111,8
834001,84,13
834002,103,11
834301,105,10
834302,99.5,11
834303,102,8
834304,111,7
834305,102,10
834501,97,10
834502,96,10
834601,98,8
834602,102,10
834901,93,11
834902,98,9
834903,102.5,10
834904,102,12
835101,100,7
835102,NA,NA
835103,87,7.5
835201,77,9
835202,103,7.5
835203,98,6
835301,77,8
835302,96,7
835303,98,11
835304,96,9
835401,104,10
835402,96.5,9
835701,101,11
835702,109.5,9
835703,92,10
835704,101.5,10.5
835901,93,10
835902,88.5,11
835903,96.5,9.5
835904,76,8.5
835905,69,11
836201,96,5
836202,NA,NA
836301,NA,NA
836302,NA,NA
836601,NA,NA
836602,NA,NA
836701,93,10
837101,NA,NA
837102,NA,NA
837301,69,8
837302,82,7
837303,NA,NA
837401,86,9
837402,112,10
837501,79.5,10
837502,92,9
837503,92.5,9
837504,92.5,9
837601,86,7
837602,78,8
837603,65,9
837604,79,10
837605,102.5,10
837701,65,9
837702,81.5,9
838301,95,9
838302,99,9
838701,93,8
838901,85.5,10
838902,104,9
838903,107,9
839101,96,10
839102,96,9
839103,78,8
839104,74,5
839301,94,9
839302,98.5,10
839303,97,10
839304,116,6
839501,112,9
839502,112,9
839503,116,9
839801,95,8
840101,94.5,13
840102,85,10
840401,101,10
840402,101,7
840501,108,8
840502,104.5,7
840701,97,12
840702,93,10
840703,97,10
840801,111,8
840802,118,10
840803,117.5,10
841301,88,8
841302,85,11
841601,104.5,9
841602,103,8
841701,118,11
841702,118,12
841703,115.5,8
841801,NA,NA
841802,NA,NA
841803,NA,NA
842201,94.5,9
842202,95,8
842203,107.5,9
842204,103.5,11
842205,NA,NA
842401,77.5,6
842402,NA,NA
842501,105,7
842502,NA,NA
842801,93,8
842901,108,9.5
842902,110,5
842903,NA,NA
843001,98,10
843201,93,8
843202,89,10
843401,114,9
843402,101.5,11
843701,NA,NA
843702,NA,NA
844501,NA,NA
844502,NA,NA
844503,NA,NA
844601,NA,NA
844901,102,5
844902,NA,NA
844903,NA,NA
845201,96,6
845202,NA,NA
845501,114,7.5
845502,NA,NA
845701,99,8
846001,89,12
846002,85,10
846003,83,8
846301,121,10
846701,95,6
847301,90,10
847302,106.5,10
847501,77,10
847502,79.5,9
847701,116,9
847702,96.5,10
847901,102,10
847902,91,9
848001,94,8
848002,99,8
848003,85.5,9
848201,112,10
848202,94,6
848301,107,10
848302,91.5,7
848401,102,9
848402,94.5,9
848801,105,10
848802,116,9
848803,102,10
848804,104,8
849001,92,10
849002,114,7
849101,107,13
849102,98,9
849201,100.5,13
849202,86,9
849203,89,9
849301,90,8
849302,87,10
849401,98,10
849402,103,10
849403,100,9
850001,87,9
850002,87,10
850201,74.5,12
850202,77.5,10
850203,101,10
850301,100,10
850302,87,9
850303,NA,NA
850501,87,13
850502,80,10
850503,96,8
851001,97,10
851002,93,10
851003,95,10
851004,91,10
851101,NA,NA
851102,NA,NA
851103,NA,NA
851104,NA,NA
851201,NA,NA
851202,NA,NA
851301,NA,NA
851302,98,10
851401,97,10
851402,NA,NA
851901,118,8
851902,97,7
852201,NA,NA
852202,114,6
852203,NA,NA
852801,NA,NA
852802,NA,NA
852901,NA,NA
853001,NA,NA
853002,NA,NA
853101,72,13
853102,94,9.5
853103,105.5,7.5
853201,95,10
853202,97,9
853203,106,9
853301,NA,NA
853901,95,13
853902,98,10
853903,91,10
854001,90,13
854002,100,10
854003,108,9
854201,109,7
854202,NA,NA
854601,106,10
854602,106,5
854901,120,10
854902,105,9
855301,106.5,12
855302,98,9
855401,NA,NA
855701,96.5,10
855801,111,10
855802,116.5,8
856101,93,9
856102,88,9
856103,94,7
856104,101.5,9
856201,99,5
856601,99.5,10.5
856801,107.5,8
857001,102,9
857002,87,10
857003,86,9
857101,NA,NA
857102,NA,NA
857201,89,6
857202,NA,NA
857901,78,12
857902,93,10
857903,104,9
857904,113,9
858001,84,13
858002,94,11
858003,92,9
858301,99,12
858302,89,10
859001,106,7
859002,102,5
859003,NA,NA
859004,NA,NA
859005,NA,NA
859301,96,6
859302,NA,NA
859303,NA,NA
859801,65,11
859802,83,10
859803,79,10
859804,88,10
859805,91,10
859806,87.5,9
860001,89,10
860002,87.5,10
860003,76,9
860101,90,7
860102,103,7
860103,NA,NA
861001,105,7
861201,85,11
861202,126,9
861301,86,12
861302,103.5,9
861303,NA,NA
861401,104.5,10
861402,105,5
861403,NA,NA
861501,103,10.5
861502,102,9
861503,98,9
861504,94,9
861801,97,12
861802,NA,NA
861803,97,8
861804,77,6
861901,77,11
862201,103.5,8
862202,111.5,7
863101,79,9
863102,87,9
863103,67,9
863401,96.5,12
863402,109,9
863403,86,8
863404,100,10
863405,107.5,9
863501,NA,NA
863502,NA,NA
863601,100.5,7
863602,NA,NA
863701,108.5,8.5
863801,100,7
863802,97,12
863901,94,9
863902,93.5,9.5
863903,113,9
864101,95,12
864102,96,12
864201,103,11
864202,99.5,9.5
864301,94,10
864302,103.5,11
864801,95,9
864802,105,9
864803,NA,NA
864901,86.5,9
864902,74,11
865201,102,11
865202,105,10
865203,112,9
865801,96.5,9
865802,118.5,11
866201,94,9
866202,86.5,10
866203,90,9
866204,NA,NA
866205,84,8
866206,78,8
866401,105,10.5
866402,101,9
866403,107,9
866501,91,10
866502,101,9
866801,116,9
867301,114,10.5
867302,93.5,10
867303,NA,NA
867401,NA,NA
867402,98,14
867403,91,12
867404,113,9.5
867405,93,6
867501,107,8
867502,112,11
867503,106,10
867901,105,11.5
867902,88,7
867903,124,8.5
868001,NA,NA
868002,106,13
868401,87,7
868501,97,12
868502,90,9
868503,88,9
869001,92,10
869002,82,10
869003,90,8
869004,95.5,7
869201,84.5,9
869202,65,8
869203,88,7
869204,115,11
869301,98.5,10.5
869302,93,8
869401,110,9
869402,115,10
869501,95,10
869601,79,10
869602,89.5,8
869603,94.5,9
869604,80,9
869701,89,7.5
870101,91.5,7
870102,104,6
870103,NA,NA
870104,NA,NA
870501,91,10
870502,89,10
870503,88,8
870601,101,10
870602,96,9
870603,105,7.5
870604,96,9
870701,NA,NA
870702,NA,NA
870801,100,10
870802,99,9
870803,117,8
871401,106,10
871402,116,9
871403,105,7
871501,86.5,12.5
871502,93,10
871503,96.5,7.5
871601,93,6
871602,NA,NA
871801,NA,NA
871802,NA,NA
872001,NA,NA
872101,NA,NA
872801,104,6
872802,NA,NA
872803,NA,NA
872901,104,6
872902,96,5
872903,NA,NA
872904,NA,NA
873101,85,8
873102,NA,NA
873301,80,9.5
873302,85.5,8
873303,98.5,6
873304,101,5
873401,NA,NA
873402,NA,NA
873601,NA,NA
873602,NA,NA
873901,94,13.5
873902,79,5
874201,101.5,6
874401,108,6
874402,NA,NA
874403,NA,NA
874801,NA,NA
875001,96,5
875002,NA,NA
875601,NA,NA
875602,NA,NA
875701,112,7
875702,74,5
875703,NA,NA
875704,NA,NA
875901,105,9
875902,103,8
876201,71.5,9.5
876202,71.5,8
876203,89.5,6
876301,117,8.5
876302,NA,NA
876303,NA,NA
876601,95,7
877001,97.5,8
877002,90,5
877201,89,10
877202,77,6
877701,91,12
877702,112,7
877901,111,12
877902,122,7
877903,109,5
877904,NA,NA
878201,123,11
878202,105,9
878301,NA,NA
878302,NA,NA
878701,74,10
878702,88,9
878703,87.5,7
878801,98,6
878802,NA,NA
878803,NA,NA
879401,102.5,11
879402,95,10
879403,125,8
879404,110.5,9
879501,83,10
879502,91,6
879701,NA,NA
879801,97,7
879802,99,5
879901,NA,NA
879902,NA,NA
880001,103.5,12.5
880002,106.5,9
880101,89.5,8.5
880102,93,6
880103,109,5
880201,110,7
880202,NA,NA
880203,NA,NA
881501,103,6
881502,NA,NA
881601,116,6.5
881602,107,6
881801,87.5,10
881802,74,8
882101,NA,NA
882102,NA,NA
882501,NA,NA
882502,NA,NA
882601,NA,NA
882602,NA,NA
882801,112,5
882802,NA,NA
882803,NA,NA
882804,NA,NA
883001,NA,NA
883002,NA,NA
883003,NA,NA
883301,NA,NA
883302,NA,NA
883901,105.5,9.5
884001,94.5,10.5
884002,99,10
884003,114,8
884501,97,6.5
884502,NA,NA
884503,NA,NA
884701,109,8
884702,103.5,6
884703,NA,NA
884801,NA,NA
884802,NA,NA
884803,NA,NA
884901,NA,NA
885301,105,8
885302,86,8
885401,103,10.5
885402,81,8
885403,NA,NA
885801,108,10
885802,72,9
886101,100,10
886102,99.5,9
886401,122,9
886402,105,9
886701,90.5,10
886702,97,9.5
886703,95,9
886901,109,7
886902,103,12
886903,89,12
886904,84,7
887001,125,6
887002,99,11
887003,111.5,10
887301,NA,NA
887801,112,9
887802,103,7
888301,100,9.5
888302,108.5,8
888501,109,7
888502,NA,NA
888801,95,7
888802,80.5,11
888901,90,9.5
888902,102.5,9
888903,95,9
889001,96,10
889002,96,10
889501,87,6
889502,NA,NA
889601,97,10
889602,91,8
889901,78,8
890001,110,7
890002,110,7
890003,119,11
890004,116,10.5
890005,106,8
890201,NA,NA
890202,NA,NA
890203,NA,NA
890401,104.5,8
890402,101.5,9.5
890403,94.5,5.5
890901,116,9.5
890902,102,9
891001,98,9
891002,95,11
891003,85,8
891201,85,10
891202,98.5,8.5
891301,118,11
891601,94,12
891602,104,9
892001,96,9
892002,80,8
892003,103,7
892501,78,9
892502,101.5,8
892503,110,7
892601,89,9.5
892602,83,9
892603,95,10
892701,106,7
892702,101,11
893101,114,6
893201,101,9
893202,86,9
893401,86,11
893402,91,9
893801,93,10
893802,97,8
893803,94,9
893901,116,10
893902,97,10
894001,99,10
894002,89,10
894003,101,9
894201,96,9
894202,111.5,7.5
894203,114.5,10
894204,102.5,9
894205,104,8
894206,90.5,6
894401,83.5,9
894402,112.5,12
894403,97.5,8
894601,89,9
894602,83.5,8
894801,88.5,10
894802,100,9
894803,89,10
894804,98,9
894805,93,10
894901,84,12
894902,87,10
894903,92,9
895101,100,6
895102,NA,NA
895301,95.5,9
895302,96,9
895303,100,8
895501,99,10
895502,92.5,11
895601,NA,NA
895602,NA,NA
896001,116,11
896002,105,10
896101,NA,NA
896102,NA,NA
896201,96.5,10.5
896202,96,9
896203,105,8
896501,77,7
896502,94,10
896601,96,12
896602,90,7
896701,83,10
896702,87,9
896703,77,6
896704,NA,NA
896705,81,14
896706,85,11
896901,NA,NA
896902,NA,NA
896903,79,13
896904,76,12
896905,NA,NA
897001,95,10
897401,99.5,8
897402,98.5,9
897403,105,6
897404,NA,NA
897701,94,12
897702,85.5,12
897703,110,8
897704,115,5
898201,92,10
898501,92,11
898502,92.5,9.5
899601,92,9
899602,103,8
899603,100.5,10
900001,NA,NA
900002,NA,NA
900003,NA,NA
900401,101,6
900402,105,5
901101,119,5
901102,NA,NA
901103,NA,NA
901201,92,13
901801,100,9
901901,100.5,8
901902,105,8
901903,112,11
901904,115.5,7
902101,88,8.5
902301,88.5,10
902302,NA,NA
902501,99.5,6.5
902502,NA,NA
902503,NA,NA
902901,109.5,9
903301,91.5,8
903302,93,9
903501,74,10
903502,65,9
903503,72,9
903701,93.5,10
903702,102.5,10
903703,81.5,9
903801,94,11
903802,81.5,9
904001,83,9
904002,100,9
904003,94,7
904101,NA,NA
904102,NA,NA
904103,NA,NA
904501,94,9
904502,103,10
904503,102,10
904601,102.5,10
904801,74,13
904802,93,10
904803,75,9
904804,93,7
904805,98,9
904806,80,9
905001,86,12
905002,77.5,9
905003,84,10
905301,90,10
905701,82,9
905702,93,9
905703,100,9
905704,88,9
906001,NA,NA
906002,84.5,13.5
906003,68.5,14
906004,74,12
906005,69,12
906301,99.5,12.5
906302,102,10
906401,91,11
906402,118,9
906403,104,8
906404,96.5,7
906501,92,10
906502,100.5,6.5
906701,NA,NA
906702,114,9
906703,122,11
907001,100.5,8
907002,88.5,8
907003,100,11
907401,75,13
907402,84,10
907403,81,8
908001,84,13
908002,94.5,12
908003,98,9
908101,106,9
908102,102,9
908103,100,8
908401,105,5
908402,NA,NA
908601,88,9
908602,NA,NA
908701,NA,NA
909201,107,10
909202,114,9
909501,98,11
910001,95,9
910002,102,10
910003,101.5,9
910101,85.5,9
910102,79,9
910103,82,8
910104,82,7
910301,104,7
910302,106,5
910303,NA,NA
910401,111,7.5
910402,111,6
910403,NA,NA
910404,NA,NA
910601,105.5,11
910801,100,12
910802,97.5,10
910803,84,10
910901,82,9
910902,97.5,9.5
910903,92,8
911501,75,8
911502,87,10
911503,102,11
911701,110,9
911702,108,9
911801,103,6
911802,NA,NA
911803,NA,NA
911901,NA,NA
