"SubjectTag","ExtendedID","Generation","Gender","Mob","HeightInchesLateTeens","WeightPoundsLateTeens","AfqtRescaled2006","AfqtRescaled2006Gaussified","Yob","HeightZGender","HeightZGenderYob","WeightZGender","WeightZGenderYob","BmiLateTeens","Afi","Afm"
3200,32,1,2,1957-11-15,61,98,NA,NA,1957,-1.15276334312648,-1.21326670770241,-1.37600496733289,-1.46411933268283,18.5149153453373,21,11
3300,32,1,1,1962-05-15,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA
3400,34,1,1,1958-12-15,69,195,0.0606900006532669,-1.5490071499527,1958,-0.304519748711986,-0.435402615613145,1.15940613804367,0.895282667054963,28.7933207309389,15,NA
3500,34,1,2,1963-08-15,63,113,0.530460000038147,0.0764262327438535,1963,-0.42671483558938,-0.404774546689832,-0.755271803574995,-0.693123074353986,20.0148652053414,16,11
3600,36,1,1,1962-08-15,69,157,NA,NA,1962,-0.304519748711986,-0.243285211774083,-0.255533242807902,-0.159988821290895,23.1823146397816,8,NA
3700,37,1,2,1958-10-15,67,117,0.562900006771088,0.158325917545257,1958,1.02538217948481,0.948033825578378,-0.589742959906223,-0.628284662368847,18.3227890398752,21,14
3800,37,1,2,1962-08-15,63,110,0.12788000702858,-1.13646976111693,1962,-0.42671483558938,-0.371415840843628,-0.879418436326575,-0.817568835647942,19.4834971025447,17,11
3900,39,1,1,1959-02-15,71,170,0.268510013818741,-0.617325534705396,1959,0.339515923907859,0.323059415923374,0.228524966430793,0.12614766396384,23.7075976988693,14,NA
4000,40,1,1,1960-02-15,66,170,0.384189993143082,-0.294494603741773,1960,-1.27057325764175,-1.21629437707585,0.228524966430793,0.173738234896139,27.4357208448118,17,NA
4100,40,1,1,1962-04-15,73,195,0.570949971675873,0.178793235932753,1962,0.983551596527705,1.0167447292736,1.15940613804367,1.28059806065806,25.7243385250516,15,NA
4200,42,1,1,1963-09-15,72,198,0.223260000348091,-0.761229500630757,1963,0.661533760217782,0.694939954648723,1.27111187863721,1.63060121572577,26.8506944444444,14,NA
