CID,MID,CRace,CGender,height,ageht,yearht,weight,agewt,yearwt,age_ht,age_wt,htst,wtst
775001,7750,1,2,62,25,2008,2320,25,2008,19,19,-0.881819766,-0.375212947
775002,7750,1,2,63,20,2008,2000,20,2008,19,19,-0.533205508,-0.845165365
777401,7774,2,2,60,26,2008,1712,26,2008,19,19,-1.579048283,-1.26812254
778903,7789,1,2,67,26,2008,2080,26,2008,19,19,0.861251525,-0.72767726
778904,7789,1,2,67,23,2008,2560,23,2008,19,19,0.861251525,-0.022748634
779401,7794,2,2,59,30,2008,1728,30,2008,19,19,-1.927662541,-1.244624919
779501,7795,2,2,65,32,2008,3792,32,2008,19,19,0.164023009,1.786568173
779502,7795,2,2,66,29,2008,3520,25,2004,19,19,0.512637267,1.387108618
779503,7795,2,2,62,26,2008,2720,26,2008,19,19,-0.881819766,0.212227575
779601,7796,2,2,62,27,2008,1760,27,2008,19,19,-0.881819766,-1.197629677
779702,7797,2,2,63,26,2008,2800,26,2008,19,19,-0.533205508,0.329715679
779801,7798,2,2,63,30,2008,2720,30,2008,19,19,-0.533205508,0.212227575
781401,7814,2,2,62,30,2008,2240,30,2008,19,19,-0.881819766,-0.492701052
781501,7815,2,2,68,21,2008,3040,21,2008,19,19,1.209865784,0.682179992
781801,7818,2,2,64,35,2008,2160,35,2008,19,19,-0.18459125,-0.610189156
781803,7818,2,2,59,22,2008,3040,22,2008,19,19,-1.927662541,0.682179992
781902,7819,2,2,61,19,2008,2640,19,2008,19,19,-1.230434025,0.09473947
782901,7829,1,2,63,29,2008,2720,29,2008,19,19,-0.533205508,0.212227575
783102,7831,1,2,68,21,2008,3440,21,2008,19,19,1.209865784,1.269620513
783104,7831,1,2,63,20,2008,2240,20,2008,19,19,-0.533205508,-0.492701052
783502,7835,2,2,67,27,2008,3040,27,2008,19,19,0.861251525,0.682179992
783801,7838,1,2,59,25,2008,3440,25,2008,19,19,-1.927662541,1.269620513
784101,7841,1,2,65,20,2008,2640,20,2008,19,19,0.164023009,0.09473947
784601,7846,2,2,64,25,2008,1792,25,2008,19,19,-0.18459125,-1.150634436
784602,7846,2,2,65,22,2008,1600,22,2008,19,19,0.164023009,-1.432605886
784901,7849,2,2,59,23,2008,1936,23,2008,19,19,-1.927662541,-0.939155848
785601,7856,2,2,63,19,2008,1760,19,2008,19,19,-0.533205508,-1.197629677
786402,7864,1,2,62,19,2008,1504,19,2008,19,19,-0.881819766,-1.573591611
786501,7865,1,2,64,25,2008,1488,25,2008,19,19,-0.18459125,-1.597089232
786904,7869,1,2,64,22,2008,2080,22,2008,19,19,-0.18459125,-0.72767726
788201,7882,1,2,65,32,2008,4160,32,2008,19,19,0.164023009,2.327013452
788203,7882,1,2,64,26,2008,1888,26,2008,19,19,-0.18459125,-1.009648711
788301,7883,1,2,61,28,2008,2080,28,2008,19,19,-1.230434025,-0.72767726
788601,7886,1,2,58,30,2008,1568,30,2008,19,19,-2.2762768,-1.479601128
788602,7886,1,2,63,28,2006,2000,28,2006,19,19,-0.533205508,-0.845165365
788603,7886,1,2,61,26,2008,1440,26,2008,19,19,-1.230434025,-1.667582095
789101,7891,1,2,63,26,2008,2880,26,2008,19,19,-0.533205508,0.447203783
791001,7910,2,2,69,20,2006,3360,20,2006,19,19,1.558480042,1.152132409
792801,7928,2,2,63,25,2008,2640,25,2008,19,19,-0.533205508,0.09473947
793001,7930,1,2,64,22,2008,1920,22,2008,19,19,-0.18459125,-0.962653469
793801,7938,2,2,61,30,2008,2080,30,2008,19,19,-1.230434025,-0.72767726
793805,7938,2,2,63,24,2008,1792,24,2008,19,19,-0.533205508,-1.150634436
794501,7945,1,2,59,26,2008,2000,23,2006,19,19,-1.927662541,-0.845165365
794502,7945,1,2,62,22,2008,2320,22,2008,19,19,-0.881819766,-0.375212947
794901,7949,1,2,67,23,2008,2080,23,2008,19,19,0.861251525,-0.72767726
795201,7952,1,2,65,20,2008,2192,20,2008,19,19,0.164023009,-0.563193914
795801,7958,1,2,67,25,2008,2080,25,2008,19,19,0.861251525,-0.72767726
795802,7958,1,2,62,23,2008,1648,23,2008,19,19,-0.881819766,-1.362113024
796703,7967,1,2,59,27,2008,2080,27,2008,19,19,-1.927662541,-0.72767726
797402,7974,1,2,63,19,2008,2160,19,2008,19,19,-0.533205508,-0.610189156
797901,7979,1,2,65,26,2008,2240,26,2008,19,19,0.164023009,-0.492701052
798101,7981,2,2,64,28,2008,2800,28,2008,19,19,-0.18459125,0.329715679
798102,7981,2,2,64,26,2008,2400,26,2008,19,19,-0.18459125,-0.257724843
799402,7994,1,2,60,21,2008,1840,21,2008,19,19,-1.579048283,-1.080141573
800002,8000,2,2,70,24,2008,2400,24,2008,19,19,1.9070943,-0.257724843
800003,8000,2,2,69,23,2008,1920,23,2008,19,19,1.558480042,-0.962653469
800101,8001,1,2,65,34,2008,4640,34,2008,19,19,0.164023009,3.031942078
800102,8001,1,2,62,31,2008,4272,31,2008,19,19,-0.881819766,2.491496798
800103,8001,1,2,65,30,2008,3456,30,2008,19,19,0.164023009,1.293118134
800104,8001,1,2,64,26,2008,2080,26,2008,19,19,-0.18459125,-0.72767726
800601,8006,1,2,68,26,2008,2880,26,2008,19,19,1.209865784,0.447203783
802801,8028,2,2,65,34,2008,2480,34,2008,19,19,0.164023009,-0.140236739
803002,8030,1,2,64,20,2004,2240,20,2004,19,19,-0.18459125,-0.492701052
803102,8031,1,2,68,26,2008,2880,26,2008,19,19,1.209865784,0.447203783
803401,8034,2,2,65,19,2008,1840,19,2008,19,19,0.164023009,-1.080141573
804401,8044,2,2,61,24,2008,2448,24,2008,19,19,-1.230434025,-0.18723198
804501,8045,2,2,64,28,2006,1824,28,2006,19,19,-0.18459125,-1.103639194
804502,8045,2,2,65,28,2008,2000,28,2008,19,19,0.164023009,-0.845165365
804702,8047,2,2,62,25,2008,2160,25,2008,19,19,-0.881819766,-0.610189156
804901,8049,2,2,66,24,2008,2560,24,2008,19,19,0.512637267,-0.022748634
805702,8057,2,2,67,22,2008,2160,22,2008,19,19,0.861251525,-0.610189156
805901,8059,1,2,66,29,2008,2640,29,2008,19,19,0.512637267,0.09473947
805904,8059,1,2,63,23,2006,3840,23,2006,19,19,-0.533205508,1.857061035
805905,8059,1,2,66,20,2004,2512,20,2004,19,19,0.512637267,-0.093241497
808301,8083,1,2,65,23,2006,2560,25,2008,19,19,0.164023009,-0.022748634
809301,8093,1,2,67,25,2008,3040,25,2008,19,19,0.861251525,0.682179992
810201,8102,1,2,62,23,2008,2848,23,2008,19,19,-0.881819766,0.400208541
810202,8102,1,2,65,19,2008,2960,19,2008,19,19,0.164023009,0.564691887
810303,8103,1,2,63,22,2008,2880,22,2008,19,19,-0.533205508,0.447203783
810902,8109,1,2,67,25,2008,1984,25,2008,19,19,0.861251525,-0.868662985
811001,8110,1,2,59,21,2008,1680,21,2008,19,19,-1.927662541,-1.315117782
811402,8114,1,2,68,22,2008,3840,22,2008,19,19,1.209865784,1.857061035
811404,8114,1,2,67,28,2008,4000,28,2008,19,19,0.861251525,2.092037244
812501,8125,2,2,69,25,2000,2672,25,2000,19,19,1.558480042,0.141734712
812502,8125,2,2,64,31,2008,1840,31,2008,19,19,-0.18459125,-1.080141573
812701,8127,2,2,72,31,2008,3520,31,2008,19,19,2.604322817,1.387108618
814002,8140,1,2,65,26,2008,2720,26,2008,19,19,0.164023009,0.212227575
814301,8143,1,2,70,27,2008,3200,27,2008,19,19,1.9070943,0.9171562
816101,8161,1,2,67,26,2008,2880,26,2008,19,19,0.861251525,0.447203783
817402,8174,1,2,60,29,2008,2800,29,2008,19,19,-1.579048283,0.329715679
817403,8174,1,2,60,25,2008,2240,25,2008,19,19,-1.579048283,-0.492701052
817404,8174,1,2,61,23,2008,2080,23,2008,19,19,-1.230434025,-0.72767726
817501,8175,1,2,64,26,2008,2240,26,2008,19,19,-0.18459125,-0.492701052
817502,8175,1,2,67,24,2008,2560,24,2008,19,19,0.861251525,-0.022748634
818101,8181,1,2,62,19,2008,1616,19,2008,19,19,-0.881819766,-1.409108265
819301,8193,1,2,61,21,2000,1600,21,2000,19,19,-1.230434025,-1.432605886
819303,8193,1,2,66,22,2008,2560,22,2008,19,19,0.512637267,-0.022748634
819403,8194,1,2,64,24,2008,1888,24,2008,19,19,-0.18459125,-1.009648711
819802,8198,1,2,61,22,2008,2176,22,2008,19,19,-1.230434025,-0.586691535
819803,8198,1,2,60,20,2008,1680,20,2008,19,19,-1.579048283,-1.315117782
821001,8210,2,2,60,24,2000,1584,24,2000,19,19,-1.579048283,-1.456103507
821002,8210,2,2,66,30,2008,2960,30,2008,19,19,0.512637267,0.564691887
821003,8210,2,2,66,24,2006,3232,24,2006,19,19,0.512637267,0.964151442
821201,8212,2,2,68,25,2008,1920,24,2006,19,19,1.209865784,-0.962653469
821301,8213,1,2,64,23,2006,2032,23,2006,19,19,-0.18459125,-0.798170123
822601,8226,1,2,69,26,2008,2320,26,2008,19,19,1.558480042,-0.375212947
825701,8257,1,2,61,29,2008,1760,29,2008,19,19,-1.230434025,-1.197629677
825902,8259,1,2,64,19,2008,2032,19,2008,19,19,-0.18459125,-0.798170123
826102,8261,1,2,59,29,2008,1760,29,2008,19,19,-1.927662541,-1.197629677
826401,8264,1,2,62,28,2008,2048,28,2008,19,19,-0.881819766,-0.774672502
826403,8264,1,2,62,25,2008,2160,25,2008,19,19,-0.881819766,-0.610189156
826501,8265,1,2,63,20,2008,2192,20,2008,19,19,-0.533205508,-0.563193914
826901,8269,1,2,62,25,2008,2640,25,2008,19,19,-0.881819766,0.09473947
826902,8269,1,2,60,23,2008,1984,23,2008,19,19,-1.579048283,-0.868662985
827101,8271,1,2,64,28,2008,2400,28,2008,19,19,-0.18459125,-0.257724843
827901,8279,1,2,62,26,2008,3072,26,2008,19,19,-0.881819766,0.729175234
828301,8283,1,2,67,30,2008,2400,30,2008,19,19,0.861251525,-0.257724843
828302,8283,1,2,62,28,2008,2560,28,2008,19,19,-0.881819766,-0.022748634
828601,8286,1,2,66,31,2008,2400,31,2008,19,19,0.512637267,-0.257724843
828701,8287,1,2,65,34,2008,2400,34,2008,19,19,0.164023009,-0.257724843
828703,8287,1,2,59,26,2008,1520,26,2008,19,19,-1.927662541,-1.55009399
829601,8296,1,2,61,26,2008,2720,26,2008,19,19,-1.230434025,0.212227575
829801,8298,1,2,65,28,2008,3200,28,2008,19,19,0.164023009,0.9171562
829802,8298,1,2,62,24,2008,3408,24,2008,19,19,-0.881819766,1.222625272
829803,8298,1,2,65,21,2008,2240,21,2008,19,19,0.164023009,-0.492701052
830502,8305,1,2,64,27,2008,2240,27,2008,19,19,-0.18459125,-0.492701052
830901,8309,1,2,62,30,2008,3200,30,2008,19,19,-0.881819766,0.9171562
830903,8309,1,2,60,26,2008,2400,26,2008,19,19,-1.579048283,-0.257724843
831501,8315,1,2,62,19,2008,2240,19,2008,19,19,-0.881819766,-0.492701052
831702,8317,1,2,67,23,2008,2544,23,2008,19,19,0.861251525,-0.046246255
831901,8319,1,2,66,27,2008,2240,27,2008,19,19,0.512637267,-0.492701052
833401,8334,1,2,64,22,2008,2160,22,2008,19,19,-0.18459125,-0.610189156
833601,8336,1,2,67,21,2006,2240,21,2006,19,19,0.861251525,-0.492701052
833602,8336,1,2,68,19,2006,2288,19,2006,19,19,1.209865784,-0.422208189
834302,8343,1,2,68,26,2008,3376,26,2008,19,19,1.209865784,1.17563003
834501,8345,1,2,59,21,2004,2080,21,2004,19,19,-1.927662541,-0.72767726
834901,8349,1,2,59,28,2006,1872,28,2006,19,19,-1.927662541,-1.033146331
834902,8349,1,2,67,26,2008,1840,26,2008,19,19,0.861251525,-1.080141573
835101,8351,1,2,61,23,2008,2320,23,2008,19,19,-1.230434025,-0.375212947
835303,8353,1,2,64,25,2008,2560,25,2008,19,19,-0.18459125,-0.022748634
835401,8354,2,2,65,26,2008,2080,26,2008,19,19,0.164023009,-0.72767726
835402,8354,2,2,65,24,2008,2912,24,2008,19,19,0.164023009,0.494199025
835702,8357,1,2,65,22,2006,2272,22,2006,19,19,0.164023009,-0.44570581
835901,8359,1,2,68,28,2008,2240,28,2008,19,19,1.209865784,-0.492701052
835902,8359,1,2,67,26,2008,2400,26,2008,19,19,0.861251525,-0.257724843
835903,8359,1,2,66,22,2008,2688,22,2008,19,19,0.512637267,0.165232333
836701,8367,1,2,60,28,2008,2048,28,2008,19,19,-1.579048283,-0.774672502
837401,8374,1,2,66,20,2008,3440,20,2008,19,19,0.512637267,1.269620513
837502,8375,1,2,66,22,2008,2624,22,2008,19,19,0.512637267,0.071241849
837601,8376,1,2,62,21,2008,1872,21,2008,19,19,-0.881819766,-1.033146331
837602,8376,1,2,62,20,2008,2080,20,2008,19,19,-0.881819766,-0.72767726
837702,8377,1,2,63,24,2008,2240,24,2008,19,19,-0.533205508,-0.492701052
838901,8389,1,2,68,25,2008,3280,25,2008,19,19,1.209865784,1.034644305
839102,8391,1,2,59,24,2008,1680,24,2008,19,19,-1.927662541,-1.315117782
839301,8393,1,2,67,26,2008,2288,26,2008,19,19,0.861251525,-0.422208189
839502,8395,1,2,60,22,2008,1760,22,2008,19,19,-1.579048283,-1.197629677
840101,8401,1,2,63,32,2008,2544,32,2008,19,19,-0.533205508,-0.046246255
840102,8401,1,2,64,28,2008,2240,28,2008,19,19,-0.18459125,-0.492701052
840701,8407,1,2,62,31,2008,2080,31,2008,19,19,-0.881819766,-0.72767726
840702,8407,1,2,69,28,2008,2960,28,2008,19,19,1.558480042,0.564691887
840703,8407,1,2,65,20,2008,2080,20,2008,19,19,0.164023009,-0.72767726
840801,8408,1,2,63,27,2008,2640,27,2008,19,19,-0.533205508,0.09473947
842201,8422,2,2,66,22,2008,3104,22,2008,19,19,0.512637267,0.776170475
842202,8422,2,2,66,21,2008,2400,21,2008,19,19,0.512637267,-0.257724843
843001,8430,2,2,61,27,2008,3264,27,2008,19,19,-1.230434025,1.011146684
843201,8432,2,2,64,24,2008,2560,24,2008,19,19,-0.18459125,-0.022748634
843202,8432,2,2,68,22,2008,2240,22,2008,19,19,1.209865784,-0.492701052
843402,8434,2,2,63,26,2008,1920,26,2008,19,19,-0.533205508,-0.962653469
846301,8463,2,2,65,21,2008,2464,21,2008,19,19,0.164023009,-0.163734359
847501,8475,2,2,61,26,2008,2640,26,2008,19,19,-1.230434025,0.09473947
847901,8479,2,2,65,24,2004,3040,24,2004,19,19,0.164023009,0.682179992
848301,8483,2,2,67,28,2008,2880,28,2008,19,19,0.861251525,0.447203783
848801,8488,2,2,68,28,2008,2720,28,2008,19,19,1.209865784,0.212227575
848803,8488,2,2,68,25,2008,2848,25,2008,19,19,1.209865784,0.400208541
849201,8492,2,2,65,33,2008,4000,31,2006,19,19,0.164023009,2.092037244
849301,8493,2,2,66,28,2008,3280,28,2008,19,19,0.512637267,1.034644305
850001,8500,2,2,66,25,2008,2560,25,2008,19,19,0.512637267,-0.022748634
850202,8502,2,2,65,29,2008,2880,29,2008,19,19,0.164023009,0.447203783
850203,8502,2,2,65,26,2008,3200,26,2008,19,19,0.164023009,0.9171562
850302,8503,2,2,64,20,2008,4000,20,2008,19,19,-0.18459125,2.092037244
850503,8505,2,2,62,24,2008,2320,24,2008,19,19,-0.881819766,-0.375212947
851001,8510,2,2,63,29,2008,3024,29,2008,19,19,-0.533205508,0.658682371
851401,8514,2,2,64,26,2008,1920,26,2008,19,19,-0.18459125,-0.962653469
853201,8532,2,2,72,26,2008,4560,26,2008,19,19,2.604322817,2.914453974
853202,8532,2,2,64,22,2008,4288,22,2008,19,19,-0.18459125,2.514994419
853902,8539,2,2,64,29,2008,2912,29,2008,19,19,-0.18459125,0.494199025
854001,8540,2,2,64,30,2008,2480,30,2008,19,19,-0.18459125,-0.140236739
854003,8540,2,2,71,24,2008,4768,24,2008,19,19,2.255708559,3.219923045
854902,8549,2,2,63,27,2008,2176,27,2008,19,19,-0.533205508,-0.586691535
855701,8557,2,2,69,24,2008,3840,24,2008,19,19,1.558480042,1.857061035
856101,8561,2,2,66,19,2002,2560,19,2002,19,19,0.512637267,-0.022748634
856102,8561,2,2,63,23,2008,2320,23,2008,19,19,-0.533205508,-0.375212947
856801,8568,2,2,69,22,2008,3360,22,2008,19,19,1.558480042,1.152132409
857001,8570,2,2,67,25,2008,3456,25,2008,19,19,0.861251525,1.293118134
857002,8570,2,2,66,24,2008,2208,24,2008,19,19,0.512637267,-0.539696293
857901,8579,2,2,63,32,2008,3920,32,2008,19,19,-0.533205508,1.974549139
857902,8579,2,2,61,26,2008,1792,26,2008,19,19,-1.230434025,-1.150634436
857903,8579,2,2,68,24,2008,3360,24,2008,19,19,1.209865784,1.152132409
858001,8580,2,2,70,32,2008,4000,32,2008,19,19,1.9070943,2.092037244
858002,8580,2,2,71,30,2008,3440,30,2008,19,19,2.255708559,1.269620513
858003,8580,2,2,71,23,2008,3680,23,2008,19,19,2.255708559,1.622084826
858301,8583,2,2,63,32,2008,5200,32,2008,19,19,-0.533205508,3.854358809
859801,8598,2,2,64,33,2008,2000,33,2008,19,19,-0.18459125,-0.845165365
859802,8598,2,2,65,32,2008,2304,32,2008,19,19,0.164023009,-0.398710568
859804,8598,2,2,65,19,2006,2240,19,2006,19,19,0.164023009,-0.492701052
859805,8598,2,2,62,20,2006,3440,20,2006,19,19,-0.881819766,1.269620513
860001,8600,2,2,67,29,2008,4000,29,2008,19,19,0.861251525,2.092037244
860002,8600,2,2,67,21,2008,2720,21,2008,19,19,0.861251525,0.212227575
860102,8601,2,2,65,20,2008,2448,20,2008,19,19,0.164023009,-0.18723198
861201,8612,2,2,64,21,2008,4112,21,2008,19,19,-0.18459125,2.25652059
861302,8613,2,2,68,27,2008,2720,27,2008,19,19,1.209865784,0.212227575
861401,8614,1,2,66,25,2006,2240,25,2006,19,19,0.512637267,-0.492701052
861402,8614,1,2,63,20,2008,2160,20,2008,19,19,-0.533205508,-0.610189156
861501,8615,2,2,64,31,2008,2240,31,2008,19,19,-0.18459125,-0.492701052
861502,8615,2,2,65,29,2008,3040,29,2008,19,19,0.164023009,0.682179992
861803,8618,2,2,60,20,2008,2032,20,2008,19,19,-1.579048283,-0.798170123
861901,8619,2,2,60,23,2008,2880,23,2008,19,19,-1.579048283,0.447203783
863402,8634,2,2,67,26,2008,2592,26,2008,19,19,0.861251525,0.024246608
863601,8636,2,2,63,24,2008,3200,24,2008,19,19,-0.533205508,0.9171562
863902,8639,2,2,61,22,2008,2112,22,2008,19,19,-1.230434025,-0.680682018
864101,8641,2,2,66,31,2008,3680,31,2008,19,19,0.512637267,1.622084826
864201,8642,2,2,64,30,2008,2288,30,2008,19,19,-0.18459125,-0.422208189
864301,8643,2,2,60,24,2008,4000,24,2008,19,19,-1.579048283,2.092037244
864801,8648,2,2,67,19,2006,2160,19,2006,19,19,0.861251525,-0.610189156
864901,8649,2,2,64,24,2008,2048,24,2008,19,19,-0.18459125,-0.774672502
865202,8652,2,2,64,22,2008,3088,22,2008,19,19,-0.18459125,0.752672854
865801,8658,2,2,66,24,2008,2560,24,2008,19,19,0.512637267,-0.022748634
866201,8662,2,2,63,29,2008,2192,29,2008,19,19,-0.533205508,-0.563193914
866205,8662,2,2,59,21,2008,1888,21,2008,19,19,-1.927662541,-1.009648711
866401,8664,2,2,70,29,2008,2640,29,2008,19,19,1.9070943,0.09473947
866402,8664,2,2,67,21,2008,3040,21,2008,19,19,0.861251525,0.682179992
866403,8664,2,2,65,19,2008,2640,19,2008,19,19,0.164023009,0.09473947
866502,8665,2,2,59,21,2008,1840,21,2008,19,19,-1.927662541,-1.080141573
866801,8668,2,2,64,19,2008,3120,19,2008,19,19,-0.18459125,0.799668096
867302,8673,2,2,71,25,2008,3152,25,2008,19,19,2.255708559,0.846663338
867901,8679,2,2,66,33,2008,2480,33,2008,19,19,0.512637267,-0.140236739
867902,8679,2,2,61,28,2008,2240,28,2008,19,19,-1.230434025,-0.492701052
868401,8684,2,2,62,25,2008,2800,25,2008,19,19,-0.881819766,0.329715679
868501,8685,2,2,59,30,2008,1888,30,2008,19,19,-1.927662541,-1.009648711
869001,8690,2,2,60,28,2008,3440,28,2008,19,19,-1.579048283,1.269620513
869004,8690,2,2,67,19,2008,2720,19,2008,19,19,0.861251525,0.212227575
869201,8692,2,2,61,26,2008,2720,26,2008,19,19,-1.230434025,0.212227575
869301,8693,2,2,63,29,2008,2160,29,2008,19,19,-0.533205508,-0.610189156
869401,8694,2,2,67,25,2008,2624,25,2008,19,19,0.861251525,0.071241849
869402,8694,2,2,65,23,2008,2208,23,2008,19,19,0.164023009,-0.539696293
869501,8695,2,2,67,26,2008,3648,26,2008,19,19,0.861251525,1.575089585
869601,8696,2,2,64,29,2008,2960,29,2008,19,19,-0.18459125,0.564691887
869602,8696,2,2,64,27,2008,2832,27,2008,19,19,-0.18459125,0.376710921
869604,8696,2,2,64,21,2008,1872,21,2008,19,19,-0.18459125,-1.033146331
870502,8705,1,2,60,22,2008,1840,22,2008,19,19,-1.579048283,-1.080141573
870601,8706,1,2,67,27,2008,2288,27,2008,19,19,0.861251525,-0.422208189
871401,8714,1,2,64,29,2008,1760,29,2008,19,19,-0.18459125,-1.197629677
871403,8714,1,2,62,23,2008,2160,23,2008,19,19,-0.881819766,-0.610189156
875902,8759,1,2,63,20,2008,1920,20,2008,19,19,-0.533205508,-0.962653469
878701,8787,2,2,67,27,2008,2960,27,2008,19,19,0.861251525,0.564691887
878702,8787,2,2,62,25,2008,2640,25,2008,19,19,-0.881819766,0.09473947
878703,8787,2,2,62,20,2008,2736,20,2008,19,19,-0.881819766,0.235725195
879402,8794,2,2,69,26,2008,3600,26,2008,19,19,1.558480042,1.504596722
881801,8818,2,2,66,26,2008,2208,26,2008,19,19,0.512637267,-0.539696293
884002,8840,2,2,62,28,2008,2384,28,2008,19,19,-0.881819766,-0.281222464
884003,8840,2,2,67,25,2008,1968,25,2008,19,19,0.861251525,-0.892160606
885402,8854,1,2,65,20,2008,2560,20,2008,19,19,0.164023009,-0.022748634
886401,8864,1,2,66,23,2008,1856,23,2008,19,19,0.512637267,-1.056643952
886701,8867,1,2,68,26,2008,3440,26,2008,19,19,1.209865784,1.269620513
886904,8869,1,2,62,21,2008,1920,21,2008,19,19,-0.881819766,-0.962653469
888801,8888,1,2,65,23,2008,1760,23,2008,19,19,0.164023009,-1.197629677
888902,8889,1,2,66,26,2008,3520,26,2008,19,19,0.512637267,1.387108618
889002,8890,1,2,71,19,2008,2592,19,2008,19,19,2.255708559,0.024246608
889601,8896,1,2,63,26,2008,2208,26,2008,19,19,-0.533205508,-0.539696293
889602,8896,1,2,63,19,2008,1120,19,2008,19,19,-0.533205508,-2.137534512
889901,8899,1,2,62,20,2008,1680,20,2008,19,19,-0.881819766,-1.315117782
890001,8900,1,2,65,20,2008,2320,20,2008,19,19,0.164023009,-0.375212947
890401,8904,1,2,62,25,2008,2368,25,2008,19,19,-0.881819766,-0.304720085
890902,8909,1,2,70,22,2006,3360,22,2006,19,19,1.9070943,1.152132409
891001,8910,1,2,60,22,2008,2000,22,2008,19,19,-1.579048283,-0.845165365
891201,8912,1,2,62,24,2006,2160,24,2006,19,19,-0.881819766,-0.610189156
891601,8916,1,2,63,29,2004,1920,29,2004,19,19,-0.533205508,-0.962653469
892001,8920,1,2,63,24,2008,2960,24,2008,19,19,-0.533205508,0.564691887
892601,8926,1,2,61,28,2008,3200,28,2008,19,19,-1.230434025,0.9171562
893801,8938,1,2,60,27,2008,2400,27,2008,19,19,-1.579048283,-0.257724843
893802,8938,1,2,61,23,2008,2880,23,2008,19,19,-1.230434025,0.447203783
894601,8946,1,2,62,25,2008,2320,25,2008,19,19,-0.881819766,-0.375212947
894801,8948,1,2,65,26,2008,2160,26,2008,19,19,0.164023009,-0.610189156
894902,8949,1,2,60,23,2008,3200,23,2008,19,19,-1.579048283,0.9171562
895301,8953,1,2,64,24,2008,2720,24,2008,19,19,-0.18459125,0.212227575
895303,8953,1,2,61,19,2008,2160,19,2008,19,19,-1.230434025,-0.610189156
895502,8955,1,2,62,24,2008,1568,24,2008,19,19,-0.881819766,-1.479601128
896001,8960,2,2,65,30,2008,3200,30,2008,19,19,0.164023009,0.9171562
896002,8960,2,2,63,29,2008,3520,29,2008,19,19,-0.533205508,1.387108618
896701,8967,1,2,62,28,2008,2400,28,2008,19,19,-0.881819766,-0.257724843
896702,8967,1,2,59,27,2008,1968,27,2008,19,19,-1.927662541,-0.892160606
896703,8967,1,2,62,24,2008,1952,24,2008,19,19,-0.881819766,-0.915658227
896705,8967,1,2,62,21,2008,2080,21,2008,19,19,-0.881819766,-0.72767726
897001,8970,2,2,67,24,2008,3040,24,2008,19,19,0.861251525,0.682179992
897701,8977,2,2,60,31,2008,2608,31,2008,19,19,-1.579048283,0.047744228
898501,8985,2,2,64,23,2006,2880,23,2006,19,19,-0.18459125,0.447203783
899601,8996,2,2,63,25,2008,3120,25,2008,19,19,-0.533205508,0.799668096
901801,9018,2,2,64,25,2008,2048,25,2008,19,19,-0.18459125,-0.774672502
902101,9021,2,2,69,24,2008,2608,24,2008,19,19,1.558480042,0.047744228
902301,9023,2,2,66,27,2008,2400,27,2008,19,19,0.512637267,-0.257724843
903701,9037,2,2,64,25,2008,2144,25,2008,19,19,-0.18459125,-0.633686777
903801,9038,2,2,69,29,2008,3568,29,2008,19,19,1.558480042,1.45760148
904502,9045,2,2,66,25,2006,2272,25,2006,19,19,0.512637267,-0.44570581
904801,9048,2,2,62,33,2008,3056,33,2008,19,19,-0.881819766,0.705677613
904802,9048,2,2,61,28,2008,2080,28,2008,19,19,-1.230434025,-0.72767726
904803,9048,2,2,64,27,2008,2880,27,2008,19,19,-0.18459125,0.447203783
904806,9048,2,2,66,21,2008,2240,21,2008,19,19,0.512637267,-0.492701052
905002,9050,2,2,61,28,2008,2016,28,2008,19,19,-1.230434025,-0.821667744
905301,9053,2,2,61,28,2008,3520,28,2008,19,19,-1.230434025,1.387108618
905701,9057,2,2,66,21,2006,3200,21,2006,19,19,0.512637267,0.9171562
905702,9057,2,2,62,20,2008,3152,20,2008,19,19,-0.881819766,0.846663338
906001,9060,2,2,66,37,2008,4992,37,2008,19,19,0.512637267,3.548889737
906002,9060,2,2,66,35,2008,4320,35,2008,19,19,0.512637267,2.561989661
906003,9060,2,2,63,33,2008,2752,33,2008,19,19,-0.533205508,0.259222816
906004,9060,2,2,62,32,2008,2080,32,2008,19,19,-0.881819766,-0.72767726
906302,9063,2,2,67,29,2008,3840,29,2008,19,19,0.861251525,1.857061035
906401,9064,2,2,60,29,2008,3680,29,2008,19,19,-1.579048283,1.622084826
906402,9064,2,2,65,26,2008,3520,26,2008,19,19,0.164023009,1.387108618
906403,9064,2,2,65,23,2008,2176,23,2008,19,19,0.164023009,-0.586691535
906501,9065,2,2,63,27,2008,2640,27,2008,19,19,-0.533205508,0.09473947
906702,9067,2,2,62,21,2008,1760,21,2008,19,19,-0.881819766,-1.197629677
907001,9070,2,2,65,21,2008,2560,19,2006,19,19,0.164023009,-0.022748634
907002,9070,2,2,68,19,2008,3680,19,2008,19,19,1.209865784,1.622084826
907401,9074,2,2,67,30,2008,3520,30,2008,19,19,0.861251525,1.387108618
907403,9074,2,2,60,25,2008,2336,25,2008,19,19,-1.579048283,-0.351715326
908001,9080,2,2,64,32,2008,2880,32,2008,19,19,-0.18459125,0.447203783
909201,9092,2,2,69,26,2008,2480,26,2008,19,19,1.558480042,-0.140236739
909202,9092,2,2,65,25,2008,2240,25,2008,19,19,0.164023009,-0.492701052
909501,9095,2,2,63,22,2008,2688,22,2008,19,19,-0.533205508,0.165232333
910001,9100,2,2,66,23,2008,2320,23,2008,19,19,0.512637267,-0.375212947
910102,9101,2,2,69,27,2008,2160,27,2008,19,19,1.558480042,-0.610189156
